Dia,Cliente,Contenedor,Estado,Envase,alerta_enviada,BL,hora,Hora
2025-09-19 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,EITU-901287-6,17:34 Realizado,Bultos,1,TPTXGABD25056051,17:34,9:00 
2025-09-19 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,EGSU-967712-8,17:34 Realizado,Bultos,1,TPTXGABD25056051,17:34,9:00 
2025-09-23 00:00:00,Sk Distributors S.R.L.,MSDU-479624-1,11:57 Realizado,Contenedor,1,NBOE25016249,11:57,8:30 
2025-09-23 00:00:00,Lift Van Int. Co S.A,UETU-287941-5,11:57 Realizado,Bultos,1,MEDUJZ346118,11:57,8:30 
2025-09-23 00:00:00,Distribuidora Koruk S R L,MSKU-678759-0,11:57 Realizado,Contenedor,1,,11:57,8:00 
2025-09-19 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,EGHU-941327-1,12:12 Realizado,Bultos,1,TPTXGABD25056051,12:12,9:00 
2025-09-19 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,EGHU-917279-1,12:12 Realizado,Bultos,1,TPTXGABD25056051,12:12,9:00 
2025-09-22 00:00:00,Lift Van Int. Co S.A,HAMU-192422-0,11:57 Realizado,Bultos,1,HLCUBSC250841472,11:57,8:00 
2025-09-22 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,TCLU-646786-0,11:57 Realizado,Bultos,1,TPTXGABD25056051,11:57,8:00 
2025-09-23 00:00:00,Perozzi Domingo Y Perozzi Osvaldo S.A.,TRHU-563866-1,14:11 Realizado,Contenedor,1,,14:11,8:00 
2025-09-23 00:00:00,Mercovan Argentina S.A.,DFSU-135441-9,17:35 Realizado,Bultos,1,MEDUJZ502132,17:35,8:00 
2025-09-23 00:00:00,Lift Van Int. Co S.A,BSIU-338082-7,20:52 Realizado,Bultos,1,CDOLX250840,20:52,8:00 
2025-09-24 00:00:00,Republica Textil Srl,HLBU-226851-1,11:40 Realizado,Contenedor,1,,11:40,8:30 
2025-09-24 00:00:00,Grupo Simpa Sa,TCKU-637422-5,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-09-24 00:00:00,Grupo Simpa Sa,BEAU-476172-5,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-09-24 00:00:00,Grupo Simpa Sa,TCNU-348426-5,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-09-24 00:00:00,Poka S.A.,FFAU-134470-2,11:40 Realizado,Contenedor,1,TMA0153588,11:40,8:00 
2025-09-24 00:00:00,Poka S.A.,MAGU-527913-0,11:40 Realizado,Contenedor,1,TMA0153588,11:40,8:00 
2025-09-24 00:00:00,Poka S.A.,TXGU-581988-5,11:40 Realizado,Contenedor,1,TMA0153588,11:40,8:00 
2025-09-24 00:00:00,Grupo Simpa Sa,CAAU-764972-6,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-09-24 00:00:00,Grupo Simpa Sa,CAIU-784102-7,11:41 Realizado,Contenedor,1,,11:41,8:30 
2025-09-25 00:00:00,Chemotecnica Sa,TCLU-271702-5,12:30 Realizado,Pallets,1,MEDUJB542754,12:30,9:00 
2025-09-24 00:00:00,Verisure Argentina S.A.,TEMU-407810-5,15:07 Realizado,Bultos,1,ZIMUASH4372037,15:07,9:00 
2025-09-24 00:00:00,Mercovan Argentina S.A.,HLXU-538969-0,17:13 Realizado,Bultos,1,HLCUBC1250624762,17:13,9:30 
2025-09-25 00:00:00,Xiadex Srl,MEDU-465239-7,11:15 Realizado,Contenedor,1,,11:15,9:00 
2025-09-25 00:00:00,Chemotecnica Sa,FFAU-642015-3,11:24 Realizado,Pallets,1,ONEYSHAFH7963800,11:24,9:00 
2025-09-24 00:00:00,Bisora Group Sa,BSIU-931571-0,11:15 Realizado,Contenedor,1,,11:15,9:00 
2025-09-25 00:00:00,Xiadex Srl,MEDU-426059-1,11:49 Realizado,Contenedor,1,TSN25060158,11:49,9:00 
2025-09-25 00:00:00,Bulldog Solutions S.A.,EITU-154087-7,15:05 Realizado,Contenedor,1,,15:05,9:00 
2025-09-25 00:00:00,Lift Van Int. Co S.A,DRYU-215401-3,15:07 Realizado,Bultos,1,HLCUBSC250842442,15:07,8:30 
2025-09-25 00:00:00,Lift Van Int. Co S.A,ZIMU-303202-1,19:20 Realizado,Contenedor,1,,19:20,9:00 
2025-09-26 00:00:00,Mma Tex S.A.,EGSU-933962-4,10:28 Realizado,Contenedor,1,,10:28,9:00 
2025-09-26 00:00:00,Jupam Sa,CMAU-881793-8,10:29 Realizado,Contenedor,1,,10:29,9:00 
2025-09-26 00:00:00,Grupo Leal-Tex S.R.L.,MEDU-435035-5,10:29 Realizado,Contenedor,1,TSN25060158,10:29,9:30 
2025-09-26 00:00:00,Lift Van Int. Co S.A,UACU-851282-3,10:57 Realizado,Bultos,1,HLUSPIL250609355,10:57,8:00 
2025-09-26 00:00:00,Xiadex Srl,TRHU-611296-4,12:05 Realizado,Contenedor,1,NBOE25016249,12:05,9:00 
2025-09-26 00:00:00,Jupam Sa,TCNU-299299-7,17:16 Realizado,Contenedor,1,,17:16,9:30 
2025-09-26 00:00:00,Mercovan Argentina S.A.,CSNU-768077-0,18:17 Realizado,Bultos,1,COSU6422935820,18:17,8:30 
2025-09-26 00:00:00,Mercovan Argentina S.A.,FCIU-501848-7,18:17 Realizado,Bultos,1,COSU6422935820,18:17,8:30 
2025-09-29 00:00:00,Blanco Mamila Srl,KOCU-218230-1,10:18 Realizado,Contenedor,1,,10:18,9:00 
2025-09-29 00:00:00,Fedtex S.R.L,TRHU-713348-9,15:17 Realizado,Contenedor,1,,15:17,9:30 
2025-09-29 00:00:00,Jupam Sa,CAIU-897615-6,15:17 Realizado,Contenedor,1,,15:17,9:00 
2025-09-29 00:00:00,Southcross Logistics Sa,MSCU-347537-2,15:16 Realizado,Contenedor,1,340500034574,15:16,8:30 
2025-09-29 00:00:00,Lift Van Int. Co S.A,UACU-838570-8,17:19 Realizado,Bultos,1,HLCUBSC2508ARCG5,17:19,8:30 
2025-09-29 00:00:00,Lift Van Int. Co S.A,HLBU-374089-6,18:34 Realizado,Bultos,1,HLCUOSL250713012,18:34,9:00 
2025-09-29 00:00:00,Lift Van Int. Co S.A,HLBU-109856-0,18:34 Realizado,Bultos,1,HLCUME3250737471,18:34,8:30 
2025-09-30 00:00:00,Grupo Leal-Tex S.R.L.,MRSU-867729-4,09:03 Realizado,Contenedor,1,,09:03,9:00 
2025-09-30 00:00:00,Compañia Bulk S.A.,EMCU-173040-1,09:34 Realizado,Contenedor,1,TWLE25070162,09:34,9:30 
2025-09-30 00:00:00,Compañia Bulk S.A.,EITU-192870-7,09:34 Realizado,Contenedor,1,TWLE25070162,09:34,9:30 
2025-09-30 00:00:00,Compañia Bulk S.A.,TGBU-627926-4,09:34 Realizado,Contenedor,1,TWLE25070162,09:34,9:30 
2025-09-30 00:00:00,Fenisan S.A.,MSKU-196898-0,10:50 Realizado,Contenedor,1,,10:50,9:00 
2025-09-30 00:00:00,Fenisan S.A.,MRKU-067396-2,10:50 Realizado,Contenedor,1,,10:50,9:00 
2025-09-30 00:00:00,Southcross Logistics Sa,MRKU-071447-0,10:50 Realizado,Bultos,1,257299198,10:50,8:00 
2025-09-30 00:00:00,Chemotecnica Sa,TEMU-150536-9,11:44 Realizado,Pallets,1,,11:44,9:00 
2025-09-30 00:00:00,Chemotecnica Sa,MRSU-058556-6,11:44 Realizado,Pallets,1,,11:44,9:00 
2025-09-30 00:00:00,Blanco Mamila Srl,PIDU-454214-7,14:59 Realizado,Contenedor,1,,14:59,9:00 
2025-09-30 00:00:00,Chemotecnica Sa,YMLU-354611-2,14:59 Realizado,Pallets,1,YMJAB237005023,14:59,8:30 
2025-09-30 00:00:00,Bymar Transforwarding,HLXU-855489-1,15:04 Realizado,Bultos,1,HLCUBC1250705347,15:04,8:30 
2025-09-30 00:00:00,Refractarios Argentinos Saicm,MSBU-157538-4,15:25 Realizado,Bultos,1,TSN25060158,15:25,10:00
2025-09-30 00:00:00,Refractarios Argentinos Saicm,MSBU-153268-0,15:25 Realizado,Bultos,1,TSN25060158,15:25,10:00
2025-09-30 00:00:00,Mercovan Argentina S.A.,GLDU-523598-7,15:23 Realizado,Bultos,1,ZIMUNYC9103797,15:23,8:30 
2025-09-30 00:00:00,Verde Fuerte Srl,GCXU-653898-0,15:49 Realizado,Pallets,1,SRTME000817,15:49,8:00 
2025-09-30 00:00:00,Baires International,TGBU-854860-8,16:41 Realizado,Bultos,1,OOLU8898837640,16:41,8:30 
2025-09-30 00:00:00,Baires International,OOCU-755349-9,16:41 Realizado,Bultos,1,OOLU8898837640,16:41,8:30 
2025-10-01 00:00:00,Noah Servicess.R.L.,CMAU-430429-0,18:33 Realizado,Bultos,1,IBC1377772,18:33,9:00 
2025-10-01 00:00:00,Sk Distributors S.R.L.,MRKU-075134-5,09:39 Realizado,Contenedor,1,,09:39,8:30 
2025-10-01 00:00:00,Jupam Sa,TCKU-664318-1,09:39 Realizado,Contenedor,1,,09:39,8:30 
2025-09-30 00:00:00,Sistema Obraseco Srl,FCIU-811383-1,09:42 Realizado,Bultos,1,OE00SH250702918,09:42,8:30 
2025-10-01 00:00:00,Mercovan Argentina S.A.,UACU-388583-0,11:50 Realizado,Bultos,1,HLCUANR250663310,11:50,8:30 
2025-10-01 00:00:00,Lift Van Int. Co S.A,ZCSU-691113-3,14:26 Realizado,Bultos,1,CDOLX250849,14:26,8:00 
2025-10-01 00:00:00,Aspee Monee,TLLU-518514-0,14:51 Realizado,Contenedor,1,340500034574,14:51,9:30 
2025-10-01 00:00:00,Mercovan Argentina S.A.,ZCSU-849076-9,16:45 Realizado,Bultos,1,ZIMUMIA933115,16:45,8:30 
2025-10-01 00:00:00,Mercovan Argentina S.A.,UACU-824925-5,16:46 Realizado,Bultos,1,HLUSAN2250701372,16:46,8:30 
2025-10-02 00:00:00,Southcross Logistics Sa,MRKU-000630-0,09:57 Realizado,Bultos,1,GGLFE25070021,09:57,8:30 
2025-10-02 00:00:00,Mercovan Argentina S.A.,FANU-136696-3,09:57 Realizado,Bultos,1,HLUSAN2250701372,09:57,8:30 
2025-10-02 00:00:00,Aspee Monee,MSDU-733325-6,09:57 Realizado,Contenedor,1,340500034574,09:57,8:30 
2025-10-02 00:00:00,Mercovan Argentina S.A.,MEDU-291435-3,12:21 Realizado,Bultos,1,FE2523075119NYCBUE,12:21,8:00 
2025-10-02 00:00:00,Lift Van Int. Co S.A,BSIU-284883-1,12:21 Realizado,Bultos,1,HLCULGB250804690,12:21,8:00 
2025-10-02 00:00:00,Eagle Service Group Srl,UACU-831356-5,12:55 Realizado,Bultos,1,HLCUBC1250745576,12:55,9:00 
2025-10-02 00:00:00,Lartex Srl,MRSU-543828-0,15:43 Realizado,Contenedor,1,,15:43,9:00 
2025-10-02 00:00:00,Lartex Srl,MRSU-559911-4,15:43 Realizado,Contenedor,1,,15:43,9:00 
2025-10-03 00:00:00,Sk Distributors S.R.L.,BEAU-416511-4,11:45 Realizado,Contenedor,1,JSL/NSA/02546A,11:45,8:30 
2025-10-03 00:00:00,Aoda Sa,DRYU-265903-1,11:44 Realizado,Contenedor,1,,11:44,8:00 
2025-10-03 00:00:00,Sanyo Color Sa,MNBU-042516-4,11:46 Realizado,Pallets,1,27297277,11:46,8:30 
2025-10-03 00:00:00,Pantografos Cam Cnc S.A.S,EGHU-849387-9,11:44 Realizado,Bultos,1,,11:44,9:00 
2025-10-03 00:00:00,Pantografos Cam Cnc S.A.S,DRYU-957373-1,11:44 Realizado,Bultos,1,,11:44,9:00 
2025-10-03 00:00:00,Aspee Monee,MSKU-167653-0,11:46 Realizado,Contenedor,1,,11:46,9:00 
2025-10-03 00:00:00,Juguetech Sa,MEDU-891867-5,11:45 Realizado,Contenedor,1,JSL/NSA/02546A,11:45,9:00 
2025-10-03 00:00:00,Lift Van Int. Co S.A,TCKU-338199-8,16:26 Realizado,Bultos,1,ONEYRICFDS628600,16:26,8:00 
2025-10-03 00:00:00,Indugroup S.A.,HAMU-353826-8,16:26 Realizado,Bultos,1,OS25/175387/1,16:26,8:30 
2025-10-03 00:00:00,Indugroup S.A.,TGBU-631864-8,16:26 Realizado,Bultos,1,514961/1,16:26,8:30 
2025-10-03 00:00:00,Chelatex Sas,MSBU-729385-5,16:26 Realizado,Rollos,1,NBOE25016249,16:26,9:00 
2025-10-03 00:00:00,Eramine Sudamerica Sa,LYGU-021135-1,17:58 Realizado,Bultos,1,NSHEC250739660,17:58,8:30 
2025-10-03 00:00:00,Eramine Sudamerica Sa,LYGU-021127-0,17:58 Realizado,Bultos,1,NSHEC250739660,17:58,8:30 
2025-10-06 00:00:00,Grupo De Asesoramiento Empresario S.A.,TGBU-631729-8,17:58 Realizado,Bultos,1,PEF2508389,17:58,9:00 
2025-10-06 00:00:00,Alas Comex S.A.,FFAU-733764-0,09:34 Realizado,Contenedor,1,,09:34,8:00 
2025-10-03 00:00:00,Mercovan Argentina S.A.,CAAU-236338-6,09:34 Realizado,Bultos,1,HLCULE1250708561,09:34,8:00 
2025-10-07 00:00:00,Mercovan Argentina S.A.,ECMU-709386-7,18:33 Realizado,Bultos,1,ISB1790539,18:33,8:30 
2025-10-06 00:00:00,Dagher S.A.,MRSU-335766-2,10:50 Realizado,Contenedor,1,,10:50,8:30 
2025-10-06 00:00:00,Bahia Blanca Viviendas Srl,FFAU-430595-2,10:50 Realizado,Contenedor,1,USG0310324,10:50,8:00 
2025-10-06 00:00:00,Lift Van Int. Co S.A,DRYU-417686-0,13:44 Realizado,Bultos,1,MEDUG9698192,13:44,8:00 
2025-10-06 00:00:00,Grupo De Asesoramiento Empresario S.A.,MRSU-303521-8,16:20 Realizado,Bultos,1,PEF2508389,16:20,9:00 
2025-10-06 00:00:00,Mercovan Argentina S.A.,FANU-373775-0,18:37 Realizado,Bultos,1,HLCULE1250712952,18:37,8:00 
2025-10-06 00:00:00,Lift Van Int. Co S.A,GESU-112370-3,18:38 Realizado,Bultos,1,IBC1382175,18:38,8:00 
2025-10-06 00:00:00,Lift Van Int. Co S.A,OOCU-048760-4,18:38 Realizado,Bultos,1,COSU6426848340,18:38,8:30 
2025-10-07 00:00:00,Multitransport Argentina,BEAU-559667-2,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-10-07 00:00:00,Multitransport Argentina,TLLU-264812-8,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-10-07 00:00:00,Multitransport Argentina,TRHU-535131-0,11:40 Realizado,Contenedor,1,,11:40,8:00 
2025-10-07 00:00:00,Mercovan Argentina S.A.,CMNU-500009-1,11:41 Realizado,Bultos,1,ISB1784667,11:41,8:30 
2025-10-07 00:00:00,Mercovan Argentina S.A.,TCLU-716296-9,11:41 Realizado,Bultos,1,ISB1784667,11:41,8:30 
2025-10-07 00:00:00,Novelty Trend Srl,EITU-106334-7,11:40 Realizado,Rollos,1,TWLE25070162,11:40,9:00 
2025-10-07 00:00:00,Chemotecnica Sa,HASU-119731-2,11:40 Realizado,Pallets,1,QT25Y8106673,11:40,9:00 
2025-10-07 00:00:00,Lift Van Int. Co S.A,APZU-377428-9,12:22 Realizado,Bultos,1,USG0310324,12:22,8:00 
2025-10-07 00:00:00,Ricoltex Srl,CMAU-731519-6,12:21 Realizado,Contenedor,1,HLCUBC1250709739,12:21,9:30 
2025-10-07 00:00:00,Mercovan Argentina S.A.,TCLU-716011-7,16:36 Realizado,Bultos,1,,16:36,8:30 
2025-10-07 00:00:00,Mercovan Argentina S.A.,TLLU-887867-9,16:36 Realizado,Bultos,1,,16:36,8:30 
2025-10-07 00:00:00,Mercovan Argentina S.A.,TRHU-374815-0,16:36 Realizado,Bultos,1,COSU6424156030,16:36,8:00 
2025-10-07 00:00:00,Mercovan Argentina S.A.,CMAU-458200-7,16:36 Realizado,Bultos,1,,16:36,8:30 
2025-10-07 00:00:00,Edelweiss Spedition Srl,HLBU-180704-9,16:48 Realizado,Bultos,1,HLCUME3250712442,16:48,9:00 
2025-10-07 00:00:00,Mercovan Argentina S.A.,CMAU-239086-0,18:05 Realizado,Bultos,1,TMA0153588,18:05,8:00 
2025-10-08 00:00:00,Aspee Monee,MSDU-671225-5,11:00 Realizado,Contenedor,1,340500034574,11:00,8:30 
2025-10-08 00:00:00,Mercovan Argentina S.A.,DFSU-433491-0,16:04 Realizado,Bultos,1,HLCUDUR250712712,16:04,8:00 
2025-10-09 00:00:00,Sk Distributors S.R.L.,MSDU-416608-9,10:43 Realizado,Contenedor,1,HLUSPIL250712942,10:43,9:00 
2025-10-09 00:00:00,Dmc Import Group S.R.L.,TIIU-583158-9,10:43 Realizado,Contenedor,1,XMF202500704A/B/C/D,10:43,8:30 
2025-10-09 00:00:00,Fondere Herrajes S R L,PCIU-000797-8,10:43 Realizado,Contenedor,1,XMF202500704A/B/C/D,10:43,8:30 
2025-10-09 00:00:00,Fedtex S.R.L,ONEU-162702-8,10:44 Realizado,Contenedor,1,260361275,10:44,8:30 
2025-10-09 00:00:00,Dmc Import Group S.R.L.,EGSU-969165-6,10:43 Realizado,Contenedor,1,XMF202500704A/B/C/D,10:43,8:00 
2025-10-06 00:00:00,Mazon Textil Sa,UETU-619562-1,11:54 Realizado,Contenedor,1,,11:54,9:00 
2025-10-09 00:00:00,Cbs Srl,ZCLU-993215-5,16:27 Realizado,Bultos,1,XMF202500704A/B/C/D,16:27,9:00 
2025-10-09 00:00:00,Las Kaprinas Srl,ZCLU-993215-5,16:27 Realizado,Bultos,1,XMF202500704A/B/C/D,16:27,9:30 
2025-10-09 00:00:00,Kompass S.R.L.,ZCLU-993215-5,16:27 Realizado,Bultos,1,XMF202500704A/B/C/D,16:27,9:30 
2025-10-09 00:00:00,Cl Global S.R.L.,ZCLU-993215-5,16:27 Realizado,Bultos,1,XMF202500704A/B/C/D,16:27,9:00 
2025-10-09 00:00:00,Edelweiss Spedition Srl,SEGU-185712-6,16:28 Realizado,Bultos,1,ONEYHAME51682300,16:28,9:30 
2025-10-09 00:00:00,Boratex Srl,MRSU-627747-3,16:28 Realizado,Cajas,1,256680902,16:28,8:30 
2025-10-09 00:00:00,Refractarios Argentinos Saicm,FCIU-539638-4,17:24 Realizado,Pallets,1,SSA029771RCS,17:24,9:00 
2025-10-09 00:00:00,Refractarios Argentinos Saicm,TLLU-833694-0,17:24 Realizado,Pallets,1,SSA029771RCS,17:24,9:00 
2025-10-08 00:00:00,Industrias Saladillo S.A.,GCXU-213925-6,18:46 Realizado,Bultos,1,TPNGBSG24126014,18:46,8:30 
2025-10-13 00:00:00,Rueda Oeste S.A.,EITU-152186-1,09:45 Realizado,Contenedor,1,,09:45,8:00 
2025-10-13 00:00:00,Edelweiss Spedition Srl,HLBU-121374-6,12:16 Realizado,Bultos,1,HLCUME3250781528,12:16,8:30 
2025-10-13 00:00:00,Mercovan Argentina S.A.,TCLU-415732-0,12:16 Realizado,Bultos,1,HLCULE1250769870,12:16,8:00 
2025-10-13 00:00:00,Lift Van Int. Co S.A,MSNU-286243-1,16:14 Realizado,Bultos,1,MEDUG9698218,16:14,8:00 
2025-10-13 00:00:00,Raisvic S.R.L.,TCLU-831412-0,16:14 Realizado,Contenedor,1,ZIMUBUE0943132,16:14,8:00 
2025-10-13 00:00:00,Mercovan Argentina S.A.,ZCSU-769860-8,16:24 Realizado,Bultos,1,ZIMUCRT910392,16:24,8:00 
2025-10-13 00:00:00,Lift Van Int. Co S.A,FCIU-628110-0,21:03 Realizado,Contenedor,1,,21:03,8:00 
2025-10-14 00:00:00,Alpha Group Sc Srl,MRKU-508258-2,09:36 Realizado,Contenedor,1,,09:36,8:30 
2025-10-14 00:00:00,Mercovan Argentina S.A.,FBIU-012748-3,11:45 Realizado,Bultos,1,HLUSPIL250710333,11:45,8:00 
2025-10-14 00:00:00,Dmc Import Group S.R.L.,FCIU-750630-4,11:55 Realizado,Contenedor,1,,11:55,8:30 
2025-10-15 00:00:00,Fedtex S.R.L,BSIU-851743-0,08:03 Realizado,Bultos,1,TWLE25070074,08:03,8:30 
2025-10-14 00:00:00,Fedtex S.R.L,TIIU-423700-0,15:36 Realizado,Contenedor,1,SE45253,15:36,9:00 
2025-10-14 00:00:00,Lift Van Int. Co S.A,BEAU-530617-7,17:36 Realizado,Contenedor,1,XMF202500704A/B/C/D,17:36,8:00 
2025-10-14 00:00:00,Lift Van Int. Co S.A,BSIU-830255-5,08:20 Realizado,Bultos,1,HLCUBC1250645250,08:20,8:00 
2025-10-15 00:00:00,Aspee Monee,MSBU-518861-3,10:56 Realizado,Contenedor,1,,10:56,9:00 
2025-10-15 00:00:00,Car Pro Accesorios S.R.L,FSCU-496250-5,10:56 Realizado,Contenedor,1,,10:56,8:00 
2025-10-15 00:00:00,Sam Log S.R.L.,ONEU-087977-1,10:56 Realizado,Contenedor,1,,10:56,8:00 
2025-10-15 00:00:00,Talabarteria Inglesa Srl,CAIU-678987-6,10:56 Realizado,Bultos,1,SE45253,10:56,8:30 
2025-10-15 00:00:00,Dromex Srl,CAIU-262504-6,10:56 Realizado,Pallets,1,CEI0323212,10:56,8:00 
2025-10-16 00:00:00,Indio S.R.L.,ZCLU-993215-5,16:27 Realizado,Bultos,1,XMF202500704A/B/C/D,16:27,9:00 
2025-10-15 00:00:00,Grupo Rsm Srl,TCNU-791296-8,16:43 Realizado,Bultos,1,258590460,16:43,9:00 
2025-10-15 00:00:00,Grupo Rsm Srl,TCLU-407367-8,16:43 Realizado,Bultos,1,IBC1383284,16:43,9:00 
2025-10-15 00:00:00,Mercovan Argentina S.A.,MRKU-908103-3,16:44 Realizado,Bultos,1,25812684,16:44,9:00 
2025-10-16 00:00:00,Dmc Import Group S.R.L.,TCNU-776719-7,10:27 Realizado,Contenedor,1,SE45253,10:27,10:00
2025-10-16 00:00:00,Nicolas Garcia,DRYU-984499-9,10:25 Realizado,Rollos,1,HDE25-080006,10:25,9:00 
2025-10-16 00:00:00,World Sport S.R.L.,FFAU-383926-0,10:24 Realizado,Bultos,1,CFPU25252600013,10:24,9:00 
2025-10-16 00:00:00,Dmc Import Group S.R.L.,GAOU-695258-1,10:27 Realizado,Contenedor,1,XMF202500704A/B/C/D,10:27,8:00 
2025-10-16 00:00:00,Mazon Textil Sa,FFAU-745885-2,10:24 Realizado,Contenedor,1,JSL/NSA/02546A,10:24,8:00 
2025-10-16 00:00:00,Dagher S.A.,CSNU-648493-6,10:25 Realizado,Contenedor,1,SE45253,10:25,9:00 
2025-10-16 00:00:00,Aspee Monee,TCLU-551984-6,10:25 Realizado,Contenedor,1,,10:25,9:00 
2025-10-16 00:00:00,Aspee Monee,BEAU-423367-2,10:25 Realizado,Contenedor,1,,10:25,9:00 
2025-10-16 00:00:00,Vc Textil Srl,GAOU-697818-5,10:25 Realizado,Contenedor,1,SE45253,10:25,9:00 
2025-10-16 00:00:00,Aspee Monee,MSKU-179254-6,10:25 Realizado,Contenedor,1,,10:25,8:30 
2025-10-17 00:00:00,Poka S.A.,EGHU-919130-1,10:27 Realizado,Contenedor,1,,10:27,8:30 
2025-10-17 00:00:00,Poka S.A.,TEMU-712480-0,10:27 Realizado,Contenedor,1,,10:27,8:30 
2025-10-16 00:00:00,Lift Van Int. Co S.A,TGBU-325399-1,14:55 Realizado,Contenedor,1,XMF202500704A/B/C/D,14:55,9:30 
2025-10-16 00:00:00,Verde Fuerte Srl,OOCU-848543-9,14:53 Realizado,Pallets,1,SRTME000980,14:53,9:30 
2025-10-16 00:00:00,Edelweiss Spedition Srl,TCLU-414616-2,14:53 Realizado,Bultos,1,HLCUHAM2507BPES6,14:53,9:30 
2025-10-16 00:00:00,Fibras Argentinas Sa,FBIU-518108-6,14:54 Realizado,Bultos,1,BKK501250100,14:54,8:30 
2025-10-16 00:00:00,Fibras Argentinas Sa,PCIU-607716-5,14:54 Realizado,Bultos,1,BKK501250100,14:54,8:30 
2025-10-16 00:00:00,Jupam Sa,UETU-541237-9,17:31 Realizado,Contenedor,1,,17:31,10:00
2025-10-16 00:00:00,Jupam Sa,BEAU-616084-7,17:32 Realizado,Contenedor,1,XMF202500704A/B/C/D,17:32,10:00
2025-10-16 00:00:00,Republica Textil Srl,SLSU-804026-9,17:32 Realizado,Contenedor,1,,17:32,8:30 
2025-10-16 00:00:00,Mercovan Argentina S.A.,UACU-842024-4,17:32 Realizado,Bultos,1,HLCUBC1250752804,17:32,10:00
2025-10-16 00:00:00,Mercovan Argentina S.A.,TCKU-463563-3,17:32 Realizado,Bultos,1,ONEYRTMF18024600,17:32,8:30 
2025-10-16 00:00:00,Fedtex S.R.L,TXGU-559828-0,19:47 Realizado,Rollos,1,TWLE25070200,19:47,9:30 
2025-10-16 00:00:00,Lift Van Int. Co S.A,HLXU-825484-7,19:47 Realizado,Bultos,1,HLCUDX3250557316,19:47,10:00
2025-10-16 00:00:00,Lift Van Int. Co S.A,CAIU-655519-0,19:47 Realizado,Bultos,1,HLCUDX3250557316,19:47,10:30
2025-10-16 00:00:00,Ledorot S.A.,TXGU-680020-4,20:10 Realizado,Contenedor,1,ZIMUBUE9044084,20:10,8:30 
2025-10-17 00:00:00,Jupam Sa,OOLU-946694-9,16:44 Realizado,Contenedor,1,XMF202500704A/B/C/D,16:44,10:00
2025-10-17 00:00:00,Republica Textil Srl,FFAU-727691-9,16:44 Realizado,Contenedor,1,SE45253,16:44,9:00 
2025-10-17 00:00:00,Fibras Argentinas Sa,OTPU-674030-3,16:43 Realizado,Bultos,1,BKE500388601,16:43,8:00 
2025-10-17 00:00:00,Fibras Argentinas Sa,PCIU-612000-3,16:43 Realizado,Bultos,1,BKE500388601,16:43,8:00 
2025-10-17 00:00:00,Fibras Argentinas Sa,OTPU-673966-3,16:44 Realizado,Pallets,1,BKK501138800,16:44,8:00 
2025-10-17 00:00:00,Fibras Argentinas Sa,PCIU-612456-5,16:44 Realizado,Pallets,1,BKK501138800,16:44,8:00 
2025-10-17 00:00:00,Mibeda S.A.,JXLU-634246-4,16:43 Realizado,Contenedor,1,SE45253,16:43,8:00 
2025-10-17 00:00:00,Planet Seguridad S.R.L.,JXLU-615799-6,16:44 Realizado,Contenedor,1,,16:44,8:30 
2025-10-17 00:00:00,Andres Madariya,TCNU-618067-2,16:43 Realizado,Contenedor,1,ZIMUBUE9044084,16:43,8:30 
2025-10-16 00:00:00,Jupam Sa,EGHU-935739-4,16:44 Realizado,Contenedor,1,HLUSPIL250712942,16:44,10:00
2025-10-16 00:00:00,Jupam Sa,CBHU-917377-6,16:43 Realizado,Contenedor,1,XMF202500704A/B/C/D,16:43,10:00
2025-10-17 00:00:00,Poka S.A.,UACU-551579-4,19:03 Realizado,Contenedor,1,HLUSPIL250712942,19:03,9:00 
2025-10-17 00:00:00,Poka S.A.,HLBU-171084-5,19:03 Realizado,Contenedor,1,HLUSPIL250712942,19:03,9:00 
2025-10-17 00:00:00,Poka S.A.,HAMU-443581-3,19:03 Realizado,Contenedor,1,HLUSPIL250712942,19:03,9:00 
2025-10-17 00:00:00,Poka S.A.,FCIU-735317-0,19:03 Realizado,Contenedor,1,HLUSPIL250712942,19:03,8:30 
2025-10-17 00:00:00,Poka S.A.,HAMU-267543-5,19:03 Realizado,Contenedor,1,HLUSPIL250712942,19:03,9:00 
2025-10-17 00:00:00,Lift Van Int. Co S.A,HLBU-164292-5,20:54 Realizado,Bultos,1,HLXULE1250762943,20:54,8:30 
2025-10-20 00:00:00,Poka S.A.,HAMU-452464-9,13:42 Realizado,Contenedor,1,USG0310324,13:42,8:30 
2025-10-20 00:00:00,Poka S.A.,HAMU-452470-0,13:42 Realizado,Contenedor,1,USG0310324,13:42,8:00 
2025-10-20 00:00:00,Poka S.A.,HAMU-169138-6,13:42 Realizado,Contenedor,1,USG0310324,13:42,8:00 
