  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  37710 | QT25Y8106673                   | TEMU 150536-9 |     20 | PIER      | 21-08-25 16:00 | 21-08-25 17:13 | 21-08-25 17:13 | 21-08-25 17:37 | QT25Y8106673                   | HALOXIFOP METIL 97%                                          |     20 |    22075 |      26 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2360 |      733 | MjM2MA== | NzMz
  37226 | OOLU8898837640                 | TGBU 854860-8 |     40 | PIER      | 30-07-25 19:30 | 04-08-25 18:51 | 04-08-25 18:59 | 04-08-25 19:01 | ARBAIT310725                   | MATERIAL PARA EVENTOS                                        |    110 |      600 |      70 |      0 |      4 |    |     |                    |     |                        |   2234 |      734 | MjIzNA== | NzM0
  37226 | OOLU8898837640                 | OOCU 755349-9 |     40 | PIER      | 30-07-25 19:30 | 04-08-25 09:27 | 07-08-25 14:37 | 07-08-25 14:55 | ARBAIT310725                   | MATERIAL PARA EVENTOS                                        |    340 |     6620 |      70 |      0 |      0 |  1 |   0 |                    |     | Gabriel Jurado         |   2233 |      735 | MjIzMw== | NzM1
  38004 | YMJAB237005023                 | YMLU 354611-2 |     40 | PIER      | 04-09-25 15:30 | 05-09-25 10:36 | 05-09-25 11:18 | 05-09-25 12:02 | YMJAB237005023                 | HALOXYFOP                                                    |     20 |    22080 |      26 |      0 |     24 |  0 |   0 |                    |     | Claudio Estigarribia   |   2443 |      736 | MjQ0Mw== | NzM2
  38382 | TSN25060158                    | MSBU 157538-4 |     20 | PIER      | 22-09-25 09:30 | 23-09-25 16:26 | 23-09-25 17:26 | 23-09-25 17:50 | TSN25060158                    | ROTARY KILN BAUXITE                                          |     25 |    25075 |      25 |      4 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2625 |      737 | MjYyNQ== | NzM3
  38382 | TSN25060158                    | MSBU 153268-0 |     20 | PIER      | 22-09-25 09:30 | 23-09-25 11:30 | 23-09-25 16:39 | 23-09-25 17:01 | TSN25060158                    | ROTARY KILN BAUXIET                                          |     25 |    25075 |      25 |      6 |     14 |  1 |   0 |                    |     | Gabriel Jurado         |   2626 |      738 | MjYyNg== | NzM4
  38282 | HLCUBC1250705347               | HLXU 855489-1 |     40 | PIER      | 16-09-25 17:30 | 18-09-25 13:35 | 18-09-25 14:42 | 18-09-25 15:08 | EM01004353                     | MUDANZA - DUKAREVICH BERTUCH                                 |     94 |     1037 |      60 |      6 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |   2560 |      739 | MjU2MA== | NzM5
  38282 | HLCUBC1250705347               | HLXU 855489-1 |     40 | PIER      | 16-09-25 17:30 | 18-09-25 13:35 | 18-09-25 14:42 | 18-09-25 15:08 | EM01004402                     | AUTO MERCEDES BENZ CLASE SLK                                 |      1 |     1385 |       6 |      6 |     16 |    |     |                    |     |                        |   2560 |      740 | MjU2MA== | NzQw
  38002 | SRTME000817                    | GCXU 653898-0 |     40 | PIER      | 04-09-25 15:30 | 04-09-25 17:04 | 04-09-25 17:06 | 05-09-25 08:46 | SRTME000817                    | POTTING SOIL                                                 |     20 |    23161 |      50 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2444 |      741 | MjQ0NA== | NzQx
  37878 | ZIMUNYC9103797                 | GLDU 523598-7 |     20 | PIER      | 01-09-25 17:00 | 02-09-25 11:46 | 02-09-25 11:59 | 02-09-25 13:20 | MVANES20252407                 | CONDE DE SOUZA                                               |    160 |     2281 |      28 |      0 |      6 |  1 |   0 |                    |     | MARCOS AVALOS          |   2400 |      742 | MjQwMA== | NzQy
  38040 | 257936433                      | MRKU 062645-1 |     40 | PIER      | 08-09-25 16:00 | 09-09-25 09:16 | 09-09-25 09:24 | 09-09-25 09:36 | HBOL4221                       | ZUBILLAGA / AUTOMOBILE MERCEDEZ BENZ Y PARTES                |      2 |     2320 |      11 |      6 |     18 |  0 |   0 |                    |     | Nicolas Nuñez          |   2470 |      743 | MjQ3MA== | NzQz
  38170 | CDOLX250849                    | ZCSU 691113-3 |     40 | PIER      | 12-09-25 12:00 | 12-09-25 17:29 | 12-09-25 18:42 | 12-09-25 18:46 | LIFBUE25090010                 | PARDO JIMENA / EFECTOS PERSONALES                            |    236 |     5244 |      65 |      0 |     18 |  1 |   0 |                    |     | MARCOS AVALOS          |   2524 |      744 | MjUyNA== | NzQ0
  38157 | ZIMUNGB20503145                | JXLU 785431-5 |     40 | PIER      | 12-09-25 16:00 | 15-09-25 09:50 | 15-09-25 16:48 | 15-09-25 17:45 | SZ25070362C                    | STC FLEXIBLE HOSE - DARSAN SRL                               |      5 |     3426 |       7 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2520 |      745 | MjUyMA== | NzQ1
  38157 | ZIMUNGB20503145                | JXLU 785431-5 |     40 | PIER      | 12-09-25 16:00 | 15-09-25 09:50 | 15-09-25 16:48 | 15-09-25 17:45 | SZ25070362B                    | STC FLEXIBLE HOUSE - MULLER ENRIQUE RICARDO                  |      9 |     6347 |      12 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2520 |      746 | MjUyMA== | NzQ2
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      747 | MjEzNA== | NzQ3
  38523 | 258726627                      | MRKU 084892-6 |     40 | PIER      | 29-09-25 11:00 | 29-09-25 11:59 | 29-09-25 12:11 | 29-09-25 15:17 | HBOL4254                       | FERRARI TESTAROSSA / BITTOLO                                 |      1 |     1490 |      11 |      8 |     28 |  0 |   0 |                    |     | Franco Perez           |   2689 |      748 | MjY4OQ== | NzQ4
  37166 | 255567782                      | MRKU 036612-2 |     40 | PIER      | 28-07-25 19:00 | 29-07-25 11:46 | 29-07-25 11:53 | 29-07-25 13:44 | HBOL4157                       | AUTOMOBILE CHEVROLET RED 1970 / VIN 1946705403877            |      1 |     1597 |       8 |      6 |     18 |    |     |                    |     |                        |   2217 |      749 | MjIxNw== | NzQ5
  37166 | 255567782                      | MRKU 036612-2 |     40 | PIER      | 28-07-25 19:00 | 29-07-25 11:46 | 29-07-25 11:53 | 29-07-25 13:44 | HBOL4156                       | CHEVROLET CORVETTE 1975  RED / VIN 1Z67J55422619             |      1 |     1597 |       8 |      8 |     24 |  0 |   0 |                    |     | Nicolas Nuñez          |   2217 |      750 | MjIxNw== | NzUw
  38041 | HLCUANR250663310               | UACU 388583-0 |     20 | PIER      | 08-09-25 15:00 | 08-09-25 16:54 | 08-09-25 16:57 | 08-09-25 17:44 | MVANES20251208                 | LOMBI MAXIMILIANO                                            |     57 |     1000 |      13 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2472 |      751 | MjQ3Mg== | NzUx
  38439 | HLCUBSC2508BIBQ3               | HAMU 289490-0 |     40 | PIER      | 24-09-25 11:00 | 25-09-25 14:13 | 25-09-25 14:46 | 25-09-25 14:53 | EOH-2392                       | MUDANZA LEDESMA LUCILA                                       |     17 |     4014 |      42 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2640 |      752 | MjY0MA== | NzUy
  38135 | ZIMUMIA933115                  | ZCSU 849076-9 |     40 | PIER      | 10-09-25 18:30 | 11-09-25 08:24 | 11-09-25 08:30 | 11-09-25 09:33 | MVANES20252808                 | EFECTOS PERSONALES /  MARTIRENA MAXIMILIANO                  |    312 |     6674 |      60 |      0 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2488 |      753 | MjQ4OA== | NzUz
  38370 | HLUSAN2250701372               | UACU 824925-5 |     40 | PIER      | 22-09-25 15:00 | 23-09-25 18:36 | 23-09-25 18:40 | 23-09-25 18:53 | MVANLT20250608                 | DASCHBACH / EFECTOS PERSONALES                               |      7 |     4872 |      38 |      6 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2621 |      754 | MjYyMQ== | NzU0
  38324 | IBC1377772                     | CMAU 430429-0 |     40 | PIER      | 18-09-25 16:30 | 23-09-25 08:35 | 23-09-25 09:44 | 23-09-25 11:11 | IBC1377772C                    | ZUCCOLI / EFECTOS PERSONALES                                 |     69 |      442 |      15 |      0 |      6 |  0 |   0 |                    |     | MARCOS AVALOS          |   2605 |      755 | MjYwNQ== | NzU1
  37965 | GGLFE25070021                  | MRKU 000630-0 |     40 | PIER      | 10-09-25 18:00 | 11-09-25 11:11 | 11-09-25 11:12 | 11-09-25 11:38 | GGLFE25070021                  | GARDEN TOOL                                                  |   1084 |     6950 |      60 |      4 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2426 |      756 | MjQyNg== | NzU2
  38370 | HLUSAN2250701372               | FANU 136696-3 |     20 | PIER      | 23-09-25 18:30 | 23-09-25 18:41 | 23-09-25 18:59 | 23-09-25 19:04 | MVANLT20250708                 | EMB EEUU / AUTO LEXUS 2017                                   |      1 |     1814 |      19 |      0 |     18 |  0 |   0 |                    |     | Nicolas Nuñez          |   2627 |      757 | MjYyNw== | NzU3
  38281 | FE2523075119NYCBUE             | MEDU 291435-3 |     20 | PIER      | 16-09-25 17:30 | 17-09-25 12:03 | 18-09-25 08:36 | 18-09-25 08:44 | MVANES17082025                 | CIERO JOSEFINA / EFECTOS PERSONALES                          |     90 |     1526 |      15 |      4 |     12 |  0 |   0 |                    |     | Gabriel Jurado         |   2561 |      758 | MjU2MQ== | NzU4
  38335 | 255696787                      | MRKU 032855-0 |     40 | PIER      | 18-09-25 17:00 | 24-09-25 16:25 | 24-09-25 18:32 | 24-09-25 18:47 | JCCM33158                      | GONZALEZ IGNACIO / VOLSWAGEN GOLF                            |      1 |     1377 |       5 |      0 |     40 |  1 |   0 |                    |     | Franco Perez           |   2606 |      759 | MjYwNg== | NzU5
  38324 | IBC1377772                     | CMAU 430429-0 |     40 | PIER      | 18-09-25 16:30 | 23-09-25 08:35 | 23-09-25 09:44 | 23-09-25 11:11 | IBC1377772B                    | ZUCOLLI / MOTO DUCATTI MONSTER 937                           |      1 |      189 |      10 |      0 |     16 |  0 |   0 |                    |     | MARCOS AVALOS          |   2605 |      760 | MjYwNQ== | NzYw
  38335 | 255696787                      | MRKU 032855-0 |     40 | PIER      | 18-09-25 17:00 | 24-09-25 16:25 | 24-09-25 18:32 | 24-09-25 18:47 | JCCM33159                      | PERSONAL EFFECTGS // GONZALEZ IGNACIO                        |    243 |     3152 |      50 |      0 |     16 |  1 |   0 |                    |     | Gabriel Jurado         |   2606 |      761 | MjYwNg== | NzYx
  38337 | HLCUBC1250745576               | UACU 831356-5 |     40 | PIER      | 18-09-25 12:00 | 18-09-25 17:22 | 18-09-25 18:00 | 18-09-25 18:39 | BRL252848C                     | MOTO HONDA 2021 VIN JH2RH10A1MK012187                        |      1 |      236 |       3 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2607 |      762 | MjYwNw== | NzYy
  38337 | HLCUBC1250745576               | UACU 831356-5 |     40 | PIER      | 18-09-25 12:00 | 18-09-25 17:22 | 18-09-25 18:00 | 18-09-25 18:39 | BRL252848B                     | AUTO RENAULR 2006 VIN VF1CR1N0638194684                      |      1 |     1335 |      11 |      8 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2607 |      763 | MjYwNw== | NzYz
  38456 | HLCULGB250804690               | BSIU 284883-1 |     20 | PIER      | 24-09-25 11:00 | 24-09-25 17:52 | 24-09-25 17:52 | 24-09-25 17:58 | LIFBUE25080014                 | MUDANZA - VALENTI AMY                                        |      3 |     1537 |      14 |      6 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2658 |      764 | MjY1OA== | NzY0
  38337 | HLCUBC1250745576               | UACU 831356-5 |     40 | PIER      | 18-09-25 12:00 | 18-09-25 17:22 | 18-09-25 18:00 | 18-09-25 18:39 | BRL252848A                     | MUDANZA SKIDELSKI                                            |     19 |     1739 |      20 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2607 |      765 | MjYwNw== | NzY1
  38523 | 258726627                      | MRKU 084892-6 |     40 | PIER      | 29-09-25 11:00 | 29-09-25 11:59 | 29-09-25 12:11 | 29-09-25 15:17 | HBOL4253                       | DODGE VIPER 1994 / PINUS URIEL                               |      1 |     1490 |      11 |      4 |     40 |  0 |   0 |                    |     | Franco Perez           |   2689 |      766 | MjY4OQ== | NzY2
  37168 | 255567843                      | MRKU 077966-1 |     40 | PIER      | 28-07-25 19:00 | 29-07-25 10:34 | 29-07-25 10:56 | 29-07-25 13:44 | HBOL4159                       | MERCEDES BENZ 1992 / VIN WDBFA66E7NF40611                    |      1 |     1870 |      11 |      0 |     26 |  0 |   0 |                    |     | Nicolas Nuñez          |   2218 |      767 | MjIxOA== | NzY3
  37168 | 255567843                      | MRKU 077966-1 |     40 | PIER      | 28-07-25 19:00 | 29-07-25 10:34 | 29-07-25 10:56 | 29-07-25 13:44 | HBOL4158                       | MERCEDES BENZ 1990 / VIN WDFA66E7LF007668                    |      1 |     1870 |      11 |      0 |     30 |  0 |   0 |                    |     | Nicolas Nuñez          |   2218 |      768 | MjIxOA== | NzY4
  38039 | 258034200                      | MRKU 104094-8 |     40 | PIER      | 08-09-25 16:00 | 08-09-25 18:25 | 08-09-25 18:31 | 08-09-25 18:49 | HBOL4223                       | CONCI DESARROLLOS / MERCEDEZ BENZ RED                        |      1 |     1870 |      11 |     72 |     18 |  0 |   0 |                    |     | Nicolas Nuñez          |   2471 |      769 | MjQ3MQ== | NzY5
  37473 | 256789870                      | MRKU 078739-5 |     40 | PIER      | 13-08-25 11:30 | 13-08-25 17:30 | 13-08-25 18:21 | 13-08-25 18:25 | HBOL4185B                      | PIECES BODY AND ACC                                          |     16 |      230 |       5 |      8 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2292 |      770 | MjI5Mg== | Nzcw
  37473 | 256789870                      | MRKU 078739-5 |     40 | PIER      | 13-08-25 11:30 | 13-08-25 17:30 | 13-08-25 18:21 | 13-08-25 18:25 | HBOL4185                       | EDI JULIO / FORD MUSTANG YEAR 1970                           |      1 |     1489 |      10 |      0 |     10 |  0 |   0 |                    |     | MARCOS AVALOS          |   2292 |      771 | MjI5Mg== | Nzcx
  38497 | 27297277                       | MNBU 042516-4 |     40 | PIER      | 25-09-25 09:30 | 25-09-25 17:35 | 25-09-25 17:36 | 25-09-25 18:38 | 27297277                       | COLORANTE EN POLVI                                           |     35 |    24141 |      49 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2677 |      772 | MjY3Nw== | Nzcy
  38510 | 514961/1                       | TGBU 631864-8 |     40 | PIER      | 25-09-25 17:00 | 26-09-25 14:14 | 26-09-25 17:26 | 26-09-25 18:01 | 514961/1                       | NEW TYRE RUBBER                                              |    381 |    11849 |      50 |      8 |      6 |  1 |   0 |                    |     | MARCOS AVALOS          |   2682 |      773 | MjY4Mg== | Nzcz
  38336 | OS25/175387/1                  | HAMU 353826-8 |     40 | PIER      | 18-09-25 18:00 | 23-09-25 10:28 | 23-09-25 11:18 | 23-09-25 13:48 | OS25/175387/1                  | NEW TYRE RUBBER                                              |     46 |     4941 |      75 |      0 |     10 |  0 |   0 |                    |     | MARCOS AVALOS          |   2608 |      774 | MjYwOA== | Nzc0
  37918 | HLCULE1250708561               | CAAU 236338-6 |     20 | PIER      | 02-09-25 17:00 | 03-09-25 09:30 | 03-09-25 09:57 | 03-09-25 10:27 | MVANES20251608                 | MUDANZA ESTRADA SEBASTIAN JAVIER                             |    178 |     3000 |      30 |      0 |      8 |  0 |   0 |                    |     | MARCOS AVALOS          |   2416 |      775 | MjQxNg== | Nzc1
  38440 | PEF2508389                     | TGBU 631729-8 |     40 | PIER      | 24-09-25 09:30 | 25-09-25 17:36 | 25-09-25 18:14 | 25-09-25 18:38 | PEF2508389-2                   | AUTO TOYOTA VIN 5TDBZRBH5LS036984                            |      1 |     1982 |      30 |      0 |     22 |  1 |   0 |                    |     | MARCOS AVALOS          |   2642 |      776 | MjY0Mg== | Nzc2
  38131 | NSHEC250739660                 | LYGU 021135-1 |     40 | PIER      | 10-09-25 18:30 | 11-09-25 09:56 | 11-09-25 09:57 | 11-09-25 10:50 | NSHEC250739660                 | PALLETS PLASTIC                                              |    500 |    10500 |      70 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2492 |      777 | MjQ5Mg== | Nzc3
  38131 | NSHEC250739660                 | LYGU 021127-0 |     40 | PIER      | 10-09-25 18:30 | 11-09-25 16:19 | 11-09-25 16:20 | 11-09-25 16:30 | NSHEC250739660                 | PLASTIC PALLETS                                              |    500 |    10500 |      70 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2493 |      778 | MjQ5Mw== | Nzc4
  38438 | MEDUG9698192                   | DRYU 417686-0 |     40 | PIER      | 24-09-25 11:30 | 25-09-25 08:44 | 25-09-25 11:56 | 25-09-25 12:21 | LIFBUE25080020                 | MUDANZA EBM. USA                                             |      6 |     2454 |      40 |      6 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   2637 |      779 | MjYzNw== | Nzc5
  38371 | COSU6426848340                 | OOCU 048760-4 |     20 | PIER      | 22-09-25 15:00 | 23-09-25 14:03 | 23-09-25 15:30 | 23-09-25 17:01 | LIFBUE25090018                 | SARAVIA / EFECTOS PESONALES                                  |    153 |     1855 |      35 |      0 |     12 |  1 |   0 |                    |     | Gabriel Jurado         |   2619 |      780 | MjYxOQ== | Nzgw
  38286 | IBC1382175                     | GESU 112370-3 |     20 | PIER      | 17-09-25 09:00 | 17-09-25 09:26 | 17-09-25 10:00 | 17-09-25 10:07 | LIFBUE25090012                 | BOSCH TRINIDAD / EFECTOS PERSONALES                          |     59 |     1190 |      10 |     32 |     14 |  1 |   0 |                    |     | MARCOS AVALOS          |   2573 |      781 | MjU3Mw== | Nzgx
  37709 | QT25Y8106673                   | HASU 119731-2 |     20 | PIER      | 21-08-25 16:00 | 21-08-25 17:08 | 21-08-25 17:08 | 21-08-25 17:36 | QT25Y8106673                   | DIFLUFENICAN                                                 |     20 |    12494 |      28 |      0 |      4 |  0 |   0 |                    |     | Deposito Dassa         |   2358 |      782 | MjM1OA== | Nzgy
  33487 | TPNGBSG24126014                | TEMU 133886-8 |     20 | PIER      | 11-02-25 18:51 | 24-02-25 11:43 | 24-02-25 11:48 | 24-02-25 12:43 | TPNGBSG24126014                | VALVES                                                       |    238 |    21600 |      30 |      0 |      0 |  0 |   0 |                    |     | Gabriel Jurado         |   1322 |      783 | MTMyMg== | Nzgz
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      784 | MjEzNA== | Nzg0
  33487 | TPNGBSG24126014                | GCXU 213925-6 |     20 | PIER      | 11-02-25 18:51 | 24-02-25 11:43 | 24-02-25 11:48 | 24-02-25 12:43 | TPNGBSG24126014                | VALVES                                                       |    132 |    15818 |      30 |      0 |      0 |  0 |   0 |                    |     | Gabriel Jurado         |   1323 |      785 | MTMyMw== | Nzg1
  37607 | HLCUBSC250764190               | FANU 117537-6 |     40 | PIER      | 15-09-25 19:00 | 17-09-25 18:58 | 17-09-25 19:57 | 18-09-25 08:46 | TRBUSA2002                     | MOTO 2004 - VIN 1HD1BHY1X4Y068886                            |      1 |      332 |       5 |      0 |     12 |  0 |   0 |                    |     | MARCOS AVALOS          |   2324 |      786 | MjMyNA== | Nzg2
  37607 | HLCUBSC250764190               | FANU 117537-6 |     40 | PIER      | 15-09-25 19:00 | 17-09-25 18:58 | 17-09-25 19:57 | 18-09-25 08:46 | TRBUSA2001                     | BMW 2017 - VIN WBA4F7C55HG786586                             |      1 |     1633 |      15 |      6 |     14 |  1 |   0 |                    |     | MARCOS AVALOS          |   2324 |      787 | MjMyNA== | Nzg3
  38323 | 256680902                      | MRSU 627747-3 |     40 | PIER      | 18-09-25 19:30 | 23-09-25 15:42 | 23-09-25 17:17 | 23-09-25 17:48 | 256680902                      | CAJAS CON HILO                                               |    459 |    25199 |      70 |      8 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   2600 |      788 | MjYwMA== | Nzg4
  38588 | XMF202500704A/B/C/D            | ZCLU 993215-5 |     40 | PIER      | 01-10-25 15:30 | 02-10-25 11:54 | 02-10-25 17:42 | 02-10-25 18:05 | XMF202500704B                  | PP CUP                                                       |     52 |      608 |   12.96 |      0 |     10 |  1 |   0 |                  0 |   2 | Franco Perez           |   2709 |      789 | MjcwOQ== | Nzg5
  38588 | XMF202500704A/B/C/D            | ZCLU 993215-5 |     40 | PIER      | 01-10-25 15:30 | 02-10-25 11:54 | 02-10-25 17:42 | 02-10-25 18:05 | XMF202500704C                  | BOILER                                                       |      7 |     3031 |   13.47 |      0 |      6 |  0 |   0 |                  0 |   2 | Franco Perez           |   2709 |      790 | MjcwOQ== | Nzkw
  38588 | XMF202500704A/B/C/D            | ZCLU 993215-5 |     40 | PIER      | 01-10-25 15:30 | 02-10-25 11:54 | 02-10-25 17:42 | 02-10-25 18:05 | XMF202500704D                  | ZIPPERS                                                      |     10 |      331 |    0.45 |      0 |     10 |  1 |   0 |                  0 |   2 | Franco Perez           |   2709 |      791 | MjcwOQ== | Nzkx
  38588 | XMF202500704A/B/C/D            | ZCLU 993215-5 |     40 | PIER      | 01-10-25 15:30 | 02-10-25 11:54 | 02-10-25 17:42 | 02-10-25 18:05 | XMF202500704A                  | 3 PRINTER                                                    |     10 |      259 |    1.05 |      0 |      8 |  1 |   0 |                  0 |   2 | Gabriel Jurado         |   2709 |      792 | MjcwOQ== | Nzky
  38708 | HLCUME3250781528               | HLBU 121374-6 |     20 | PIER      | 07-10-25 13:30 | 09-10-25 20:48 | 10-10-25 12:02 | 10-10-25 12:03 | EDWBUE25090001                 | ROLDAN JESSICA / EFECTOS PERSONALES                          |     37 |      702 |      10 |      0 |      2 |  0 |   0 |                    |     | Gabriel Jurado         |   2766 |      793 | Mjc2Ng== | Nzkz
  38437 | MEDUG9698218                   | MSNU 286243-1 |     20 | PIER      | 24-09-25 12:30 | 25-09-25 12:16 | 25-09-25 12:30 | 25-09-25 14:16 | LIFBUE25080021                 | EMB. USA                                                     |      1 |     1588 |      20 |      0 |     28 |  1 |   0 |                    |     | MARCOS AVALOS          |   2638 |      794 | MjYzOA== | Nzk0
  38591 | HLUSPIL250710333               | FBIU 012748-3 |     20 | PIER      | 03-10-25 08:30 | 03-10-25 14:09 | 03-10-25 18:14 | 03-10-25 18:14 | MVANLT20252507                 | AUTOMOBILE HYUNDAI MODEL SONATA / EMB DE EEUU                |      1 |     1471 |       8 |      0 |     14 |  1 |   0 |                    |     | Gabriel Jurado         |   2716 |      795 | MjcxNg== | Nzk1
  38628 | 258946624                      | MRKU 073604-2 |     40 | PIER      | 03-10-25 09:00 | 03-10-25 18:04 | 03-10-25 18:14 | 03-10-25 18:14 | HBOL4269                       | FORD BRONCO VIN 1FMEU15H4JLB00337                            |      1 |     2000 |      17 |      4 |     12 |  0 |   0 |                    |     | Gabriel Jurado         |   2727 |      796 | MjcyNw== | Nzk2
  35111 | 252126076                      | MRKU 079575-0 |     40 | PIER      | 06-05-25 11:53 | 06-05-25 15:52 | 06-05-25 16:32 | 06-05-25 16:39 | HBOL4036                       | BMW E91974                                                   |      1 |     1400 |      12 |      0 |     24 |  0 |   0 |                    |     | Deposito Dassa         |   1776 |      797 | MTc3Ng== | Nzk3
  38628 | 258946624                      | MRKU 073604-2 |     40 | PIER      | 03-10-25 09:00 | 03-10-25 18:04 | 03-10-25 18:14 | 03-10-25 18:14 | HBOL4270                       | CHEVY CORVETTE VIN 1G1YY22P9S5108617                         |      1 |     1469 |      10 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2727 |      798 | MjcyNw== | Nzk4
  38798 | SE45253                        | CAIU 678987-6 |     20 | PIER      | 10-10-25 15:00 | 13-10-25 11:41 | 13-10-25 11:44 | 13-10-25 19:26 | SE45253                        | CONVERTIBLE JAGUAR 1989                                      |      1 |     2105 |      25 |      0 |      6 |  1 |   0 |                    |     | Gabriel Jurado         |   2815 |      799 | MjgxNQ== | Nzk5
  38546 | 258590460                      | TCNU 791296-8 |     40 | PIER      | 30-09-25 16:30 | 02-10-25 15:34 | 02-10-25 17:26 | 02-10-25 18:07 | HBOL4250B                      | NICHOLSON DELFINA / EFECTOS PERSONALES                       |    107 |     5113 |       0 |      0 |     16 |  1 |   0 |                    |     | MARCOS AVALOS          |   2691 |      800 | MjY5MQ== | ODAw
  38508 | 25812684                       | MRKU 908103-3 |     20 | PIER      | 25-09-25 18:30 | 25-09-25 20:53 | 25-09-25 20:54 | 25-09-25 21:03 | MVANAM28082025                 | ROSA MIGUEL / EFECTOS PERSONALES                             |     72 |      230 |      15 |      4 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2683 |      801 | MjY4Mw== | ODAx
  38297 | HLCUBC1250752804               | UACU 842024-4 |     40 | PIER      | 17-09-25 19:00 | 18-09-25 09:49 | 18-09-25 10:55 | 18-09-25 11:04 | MVANES20250509                 | EFECTOS PERSONALES / CHAPMAN GEORGE                          |    293 |     4560 |      45 |      6 |      0 |    |     |                    |     |                        |   2579 |      802 | MjU3OQ== | ODAy
  38444 | HLCUHAM2507BPES6               | TCLU 414616-2 |     40 | PIER      | 24-09-25 12:00 | 25-09-25 08:44 | 25-09-25 10:51 | 25-09-25 12:21 | EDWBUE25090003                 | MUDANZA - GOSTANIAN ODILE                                    |    192 |     4000 |      42 |      6 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   2643 |      803 | MjY0Mw== | ODAz
  38492 | TWLE25070200                   | TXGU 559828-0 |     40 | PIER      | 25-09-25 15:30 | 26-09-25 16:37 | 26-09-25 18:09 | 26-09-25 18:10 | TWLE25070200                   | TEXTIL FABRICS                                               |   1656 |    18760 |      68 |      0 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2664 |      804 | MjY2NA== | ODA0
  38458 | HLCUGY3250731647               | GCXU 517570-3 |     40 | PIER      | 24-09-25 11:00 | 25-09-25 08:44 | 25-09-25 11:28 | 25-09-25 12:21 | MVANES2025082025               | MUDANZA LINARES MARCELA                                      |    284 |     5090 |      61 |      0 |      4 |  1 |   0 |                    |     | Gabriel Jurado         |   2656 |      805 | MjY1Ng== | ODA1
  38607 | HLUSPIL250712942               | UASU 106344-5 |     40 | PIER      | 03-10-25 09:30 | 03-10-25 20:00 | 03-10-25 20:43 | 03-10-25 21:40 | MVANLT20250108                 | MILES MACCARTHY                                              |      6 |     3492 |      32 |      0 |     10 |  1 |   0 |                    |     | Gabriel Jurado         |   2721 |      806 | MjcyMQ== | ODA2
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      807 | MjEzNA== | ODA3
