id,Terminal,Fecha,Turno,Contenedor,Cliente,Booking,Tipo CNT,Dimension,Oper.,Tiempo,Estado,key,fecha_registro,chofer,Observaciones,Transporte
448.0,Exolgan,2025-10-09,500,MSNU-971633-6,Ledorot S.A.,GIKNB250700561,HC,70,T,,08:58 Arribado,,2025-10-08T13:35:32.717079,,,
428.0,Trp - Terminales 1-2-3,2025-10-09,400,EGSU-135894-7,Compañia Bulk S.A.,SY250764723,HC,70,T,,09:17 Arribado,,2025-10-08T12:35:32.332433,,,
432.0,Trp - Terminales 1-2-3,2025-10-09,500,CSNU-834198-1,Kraster Argentina Sa,SHHS25080039,HC,70,TD,,09:15 Arribado,,2025-10-08T12:35:32.728693,,,
429.0,Trp - Terminales 1-2-3,2025-10-09,500,GAOU-626211-7,Compañia Bulk S.A.,SY250764723,HC,70,T,,09:39 Arribado,,2025-10-08T12:35:32.434446,,,
439.0,Trp - Terminales 1-2-3,2025-10-09,500,TCNU-618067-2,Andres Madariya,EID0887386,HC,70,T,,13:40 Arribado,,2025-10-08T12:50:32.897552,,,
458.0,Terminal 4 - Maersk,2025-10-10,800,ZCSU-793858-7,Mibeda S.A.,TWLE25070219,HC,70,T,,12:30 Arribado,,2025-10-09T14:50:32.129503,,,
420.0,Trp - Terminales 1-2-3,2025-10-09,400,CAIU-828794-3,Noah Servicess.R.L.,IBC1386703,HC,70,TD,,14:27 Arribado,,2025-10-08T11:50:32.587885,,,
417.0,Trp - Terminales 1-2-3,2025-10-09,1100,EITU-161624-7,Shipy S.A.,NB250865413,HC,70,T,,14:45 Arribado,,2025-10-08T11:50:32.251664,,,
440.0,Trp - Terminales 1-2-3,2025-10-09,1200,CCLU-796363-7,Lismar Sur S.A.,CL25070824,HC,70,T,,15:05 Arribado,,2025-10-08T12:50:32.996333,,,
424.0,Trp - Terminales 1-2-3,2025-10-09,1100,TGBU-674261-4,Perozzi Domingo Y Perozzi Osva...,TCXM2508019,HC,70,T,,16:15 Arribado,,2025-10-08T12:20:31.794484,,,
418.0,Trp - Terminales 1-2-3,2025-10-09,1200,DRYU-984682-0,Shipy S.A.,NB250865413,HC,70,T,,16:39 Arribado,,2025-10-08T11:50:32.364832,,,
423.0,Trp - Terminales 1-2-3,2025-10-09,1200,PCIU-607716-5,Fibras Argentinas Sa,BKK501250100,HC,70,TD,,16:43 Arribado,,2025-10-08T12:20:31.69793,,,
435.0,Trp - Terminales 1-2-3,2025-10-09,1100,KOCU-217001-8,Chemotecnica Sa,JSL/NSA//2575A,DR,30,TD,,16:54 Arribado,,2025-10-08T12:50:32.382908,,,
419.0,Trp - Terminales 1-2-3,2025-10-09,1100,FFAU-487001-7,Shipy S.A.,NB250865413,HC,70,T,,17:14 Arribado,,2025-10-08T11:50:32.482272,,,
455.0,Exolgan,2025-10-09,1300,ONEU-572881-8,Lift Van Int. Co S.A,ONEYRICFGE591300,HC,70,TD,,17:09 Arribado,,2025-10-08T21:05:33.539922,,,
456.0,Exolgan,2025-10-09,1100,HLXU-125886-1,Mercovan Argentina S.A.,HLCUME3250809359,DC,30,TD,,17:12 Arribado,,2025-10-09T12:50:31.821349,,,
434.0,Trp - Terminales 1-2-3,2025-10-09,1100,OOCU-886565-5,Grupo Leal-Tex S.R.L.,CL2GILNB250800037,HC,70,T,,17:33 Arribado,,2025-10-08T12:50:32.276497,,,
422.0,Trp - Terminales 1-2-3,2025-10-09,1200,FBIU-518108-6,Fibras Argentinas Sa,BKK501250100,HC,70,TD,,17:55 Arribado,,2025-10-08T12:20:31.603837,,,
442.0,Exolgan,2025-10-09,1700,TCLU-551984-6,Aspee Monee,LDH/25/1676,  ,60,T,,19:43 Arribado,,2025-10-08T13:05:32.209705,,,
443.0,Exolgan,2025-10-09,1700,DFSU-675941-0,Mma Tex S.A.,NBOE25016542,HC,70,T,,19:50 Arribado,,2025-10-08T13:05:32.322134,,,
453.0,Exolgan,2025-10-09,1700,TXGU-889833-7,Mercovan Argentina S.A.,MEDURN002197,DC,30,TD,,21:38 Arribado,,2025-10-08T19:35:32.824508,,,
427.0,Exolgan,2025-10-09,1900,MEDU-750504-4,Lift Van Int. Co S.A,MEDUHX076605,HC,70,TD,,22:10 Arribado,,2025-10-08T12:35:32.23749,,,
441.0,Exolgan,2025-10-09,1900,BEAU-423367-2,Aspee Monee,LDH/25/1693,HC,70,T,,22:21 Arribado,,2025-10-08T13:05:32.092996,,,
454.0,Exolgan,2025-10-09,2100,MSMU-581137-3,Ledorot S.A.,GILNB250700556,DC,60,T,,23:00 Arribado,,2025-10-08T19:35:32.961466,,,
437.0,Exolgan,2025-10-09,2100,MSNU-796555-6,Tio Musa,SYNCAN25SE070923,HC,70,T,,23:07 Arribado,,2025-10-08T12:50:32.664986,,,
461.0,Trp - Terminales 1-2-3,2025-10-10,500,TRHU-575912-8,Chelatex Sas,GILNB250800525,HC,70,T,,09:20 Arribado,,2025-10-09T15:35:33.096101,,,
438.0,Exolgan,2025-10-13,1300,SEGU-624001-3,Grupo Rsm Srl,MEDUHX432501,HC,70,TD,,19:20 Arribado,,2025-10-08T12:50:32.782179,,,
457.0,Trp - Terminales 1-2-3,2025-10-10,500,EMCU-840148-1,Aoda Sa,NB250865116,HC,70,T,,09:44 Arribado,,2025-10-09T14:50:32.004968,,,
467.0,Trp - Terminales 1-2-3,2025-10-10,500,CMAU-499067-3,Juliana Sa,NGP2684989,HC,70,T,,09:41 Arribado,,2025-10-09T17:05:32.117545,,,
459.0,Trp - Terminales 1-2-3,2025-10-10,500,TCNU-776719-7,Dmc Import Group S.R.L.,SY250764949,HC,70,T,,10:22 Arribado,,2025-10-09T15:05:31.845929,,,
462.0,Trp - Terminales 1-2-3,2025-10-10,500,GAOU-697818-5,Vc Textil Srl,GILNB250800439,HC,70,T,,10:33 Arribado,,2025-10-09T15:35:33.22314,,,
465.0,Terminal 4 - Maersk,2025-10-10,800,BMOU-310126-0,Arbrex Commercial Group Srl,SZX25080592A,DC,60,TD,,11:07 Arribado,,2025-10-09T17:05:31.895994,,,
468.0,Terminal 4 - Maersk,2025-10-10,700,TIIU-423700-0,Fedtex S.R.L,TWLE25070233,HC,70,T,,12:11 Arribado,,2025-10-09T17:05:32.224716,,,
460.0,Terminal 4 - Maersk,2025-10-10,800,JXLU-634246-4,Mibeda S.A.,TWLE25070218,HC,70,T,,12:17 Arribado,,2025-10-09T15:05:31.958701,,,
466.0,Terminal 4 - Maersk,2025-10-10,700,BEAU-633957-6,Jupam Sa,TWLE25070220,HC,70,T,,12:20 Arribado,,2025-10-09T17:05:32.016258,,,
464.0,Terminal 4 - Maersk,2025-10-10,1000,MRKU-018061-0,Arbrex Commercial Group Srl,TPSHNSG25086041,DC,60,TD,,13:28 Arribado,,2025-10-09T15:50:32.645382,,,
412.0,Exolgan,2025-10-08,500,ONEU-162702-8,Fedtex S.R.L,ONEYNB5BCT854900,HC,70,T,,09:42 Arribado,,2025-10-06T20:20:32.069663,,,
433.0,Exolgan,2025-10-09,1700,BMOU-470500-6,Sanyo Color Sa,MEDUOO311833,HC,70,TD,,19:47 Arribado,,2025-10-08T12:50:32.166446,,,
445.0,Exolgan,2025-10-09,1700,CAIU-678987-6,Talabarteria Inglesa Srl,SE45253,DC,30,TD,,20:10 Arribado,,2025-10-08T13:20:31.907175,,,
492.0,Trp - Terminales 1-2-3,2025-10-15,500,MRSU-655949-8,Tandem Global Logistics S.A.,ROECHN25082222,HC,70,TD,,08:30 Arribado,,2025-10-14T13:50:32.226159,,,
493.0,Trp - Terminales 1-2-3,2025-10-15,500,SUDU-530915-7,Sk Distributors S.R.L.,DLNB2508183,DR,60,T,,08:26 Arribado,,2025-10-14T13:50:32.323008,,,
489.0,Trp - Terminales 1-2-3,2025-10-15,400,TGHU-668045-3,Tio Musa,SYNNGB25SE081203,HC,70,T,,08:32 Arribado,,2025-10-14T13:35:32.187174,,,
494.0,Trp - Terminales 1-2-3,2025-10-15,500,MRSU-732312-5,Faraday S A I C F,OE03DL250706015A/B,HC,70,T,,08:56 Arribado,,2025-10-14T13:50:32.424973,,,
450.0,Exolgan,2025-10-09,1100,TRLU-480706-6,Mazon Textil Sa,NBOE25016605,DC,60,T,,13:57 Arribado,,2025-10-08T13:35:32.917952,,,
491.0,Trp - Terminales 1-2-3,2025-10-15,500,UETU-811719-2,Arbrex Commercial Group Srl,TPYTNSG25086039A,HC,70,TD,,09:20 Arribado,,2025-10-14T13:50:32.132988,,,
496.0,Trp - Terminales 1-2-3,2025-10-15,500,CAAU-724927-3,Mercovan Argentina S.A.,256003808,DR,60,TD,,09:27 Arribado,,2025-10-14T14:05:32.158085,,,
495.0,Terminal 4 - Maersk,2025-10-15,1300,MSKU-353878-3,Mercovan Argentina S.A.,257083804,DR,30,TD,,18:32 Arribado,,2025-10-14T14:05:32.036751,,,
475.0,Trp - Terminales 1-2-3,2025-10-10,500,TLLU-434021-6,Juliana Sa,NGP2684987,HC,70,T,,09:18 Arribado,,2025-10-09T17:20:32.38626,,,
472.0,Trp - Terminales 1-2-3,2025-10-10,500,GCXU-652948-4,Juliana Sa,OOLU2161687600,HC,70,T,,09:39 Arribado,,2025-10-09T17:20:32.075338,,,
473.0,Trp - Terminales 1-2-3,2025-10-10,500,OOLU-878564-3,Juliana Sa,OOLU2161439100,HC,70,T,,09:37 Arribado,,2025-10-09T17:20:32.185504,,,
474.0,Trp - Terminales 1-2-3,2025-10-10,500,TLLU-414853-8,Juliana Sa,NGP2684954,HC,70,T,,09:46 Arribado,,2025-10-09T17:20:32.293297,,,
488.0,Exolgan,2025-10-14,1300,MSMU-792064-5,Bicicletas Futura Srl,GILSH250700114,HC,70,TD,,15:30 Arribado,,2025-10-13T14:05:32.501392,,,
470.0,Terminal 4 - Maersk,2025-10-10,1000,TGHU-508972-3,Edelweiss Spedition Srl,HBG2023908,DC,60,TD,,13:23 Arribado,,2025-10-09T17:20:31.890497,,,
469.0,Terminal 4 - Maersk,2025-10-10,1000,TRLU-946205-4,Edelweiss Spedition Srl,HBG2023908,DC,60,TD,,13:52 Arribado,,2025-10-09T17:20:31.755792,,,
476.0,Exolgan,2025-10-11,900,MSDU-452611-7,Mercovan Argentina S.A.,MEDUJZ912117,DC,60,TD,,08:12 Arribado,,2025-10-10T12:35:32.17174,,,
480.0,Trp - Terminales 1-2-3,2025-10-19,1200,EGSU-990414-0,Jupam Sa,TWLE25080096,HC,70,T,,Pendiente arribo,,2025-10-10T13:35:32.399711,,,
483.0,Trp - Terminales 1-2-3,2025-10-19,1600,EGHU-965578-4,Jupam Sa,TWLE25080147,HC,70,T,,Pendiente arribo,,2025-10-10T13:50:32.244537,,,
484.0,Trp - Terminales 1-2-3,2025-10-19,1600,EITU-941226-0,Jupam Sa,TWLE25080077,HC,70,T,,Pendiente arribo,,2025-10-10T13:50:32.340646,,,
479.0,Trp - Terminales 1-2-3,2025-10-19,1800,EGSU-990096-7,Jupam Sa,TWLE25080098,HC,70,T,,Pendiente arribo,,2025-10-10T13:35:32.279273,,,
477.0,Terminal 4 - Maersk,2025-10-13,1200,TGHU-512782-3,Arbrex Commercial Group Srl,SZX25080591,DC,60,TD,,15:10 Arribado,,2025-10-10T13:35:32.024423,,,
482.0,Trp - Terminales 1-2-3,2025-10-13,1200,TXGU-843102-3,Lift Van Int. Co S.A,SSZ124291RCS,HC,70,TD,,15:12 Arribado,,2025-10-10T13:50:32.147617,,,
481.0,Terminal 4 - Maersk,2025-10-13,1300,SEGU-104461-4,Mercovan Argentina S.A.,ONEYRICFDJ895300,DC,30,TD,,17:45 Arribado,,2025-10-10T13:50:32.062295,,,
478.0,Exolgan,2025-10-13,1300,MSMU-714789-6,Aspee Monee,GILNB250701048,HC,70,T,,18:37 Arribado,,2025-10-10T13:35:32.136582,,,
486.0,Exolgan,2025-10-14,500,TRHU-865607-8,Daniel Berant,GZSBUE25072455,HC,70,T,,09:24 Arribado,,2025-10-13T14:05:32.214019,,,
487.0,Exolgan,2025-10-14,1500,UETU-757474-3,Bicicletas Futura Srl,GILSH250700114,HC,70,TD,,18:27 Arribado,,2025-10-13T14:05:32.375348,,,
497.0,Exolgan,2025-10-15,1500,MSNU-183435-3,Mercovan Argentina S.A.,MEDUJV957553,DR,30,TD,,18:57 Arribado,,2025-10-14T14:05:32.251118,,,
498.0,Exolgan,2025-10-15,1500,HLBU-152519-5,Lift Van Int. Co S.A,HLCUME3250832454,DR,60,TD,,18:55 Arribado,,2025-10-14T14:05:32.336624,,,
499.0,Exolgan,2025-10-15,1700,HLBU-376328-0,Lift Van Int. Co S.A,HLCULIV250857712,DR,30,TD,,18:59 Arribado,,2025-10-14T14:05:32.431807,,,
463.0,Trp - Terminales 1-2-3,2025-10-10,500,FBIU-565995-6,Kraster Argentina Sa,SHHS25080062,DC,60,T,,09:25 Arribado,,2025-10-09T15:35:33.321152,,,
471.0,Trp - Terminales 1-2-3,2025-10-10,500,CSNU-648493-6,Dagher S.A.,CL25070919,HC,70,TD,,09:22 Arribado,,2025-10-09T17:20:31.976809,,,
490.0,Trp - Terminales 1-2-3,2025-10-15,500,UETU-811590-2,Arbrex Commercial Group Srl,TPYTNSG25086039A/B,HC,70,TD,,09:22 Arribado,,2025-10-14T13:50:32.007804,,,
485.0,Terminal 4 - Maersk,2025-10-14,1300,TRHU-889159-1,Jet Cargo S.A.,ZIMUASH4372678,HC,70,TD,,18:17 Arribado,,2025-10-10T13:50:32.437382,,,
500.0,Exolgan,2025-10-15,1500,HLBU-175216-2,Lift Van Int. Co S.A,HLUSPIL250801730,HC,70,TD,,17:03 Arribado,,2025-10-14T14:05:32.522625,,,
503.0,Trp - Terminales 1-2-3,2025-10-15,1500,FFAU-672984-1,Tmcp S.A.S.,BSZFL25071753,HC,70,T,,19:17 Arribado,,2025-10-14T14:05:32.796296,,,
504.0,Trp - Terminales 1-2-3,2025-10-15,1500,ONEU-559693-8,Tmcp S.A.S.,BSZFL25071753,HC,70,T,,18:34 Arribado,,2025-10-14T14:05:32.883758,,,
501.0,Exolgan,2025-10-15,1900,DAYU-216442-3,Edelweiss Spedition Srl,HLCUME3250830627,DR,30,TD,,22:25 Arribado,,2025-10-14T14:05:32.610283,,,
530.0,Exolgan,2025-10-20,700,MSMU-662694-0,E A Balbi E Hijos S A,ACS-PKAR25175,HC,70,T,,11:34 Arribado,,2025-10-16T14:50:32.402598,,,
526.0,Exolgan,2025-10-20,700,FFAU-223682-6,Telamania Srl,GILNB250800222,HC,70,T,,11:32 Arribado,,2025-10-16T14:35:32.37321,,,
527.0,Exolgan,2025-10-20,700,MSDU-577267-1,E A Balbi E Hijos S A,ACS-PKAR25137,HC,70,T,,12:18 Arribado,,2025-10-16T14:50:32.126617,,,
524.0,Exolgan,2025-10-20,700,MEDU-475657-6,La Tela Srl,GILNB250701042,HC,70,T,,13:35 Arribado,,2025-10-16T14:35:32.167348,,,
529.0,Exolgan,2025-10-20,700,MSDU-541872-9,E A Balbi E Hijos S A,ACS-PKAR25175,HC,70,T,,13:52 Arribado,,2025-10-16T14:50:32.299626,,,
534.0,Exolgan,2025-10-20,700,MSNU-957438-1,Awam Tex Srl,TNOE25002958,HC,70,T,,11:57 Arribado,,2025-10-17T15:05:32.065075,,,
512.0,Terminal 4 - Maersk,2025-10-17,1400,MRKU-055666-8,Arbrex Commercial Group Srl,TPSHNSG25096004,DC,60,TD,,19:44 Arribado,,2025-10-15T19:05:32.58026,,,
506.0,Trp - Terminales 1-2-3,2025-10-15,1200,CAAU-955068-7,Unimers Argentina S.A.,ZIMUXIA8508402,HC,70,T,,17:31 Arribado,,2025-10-14T19:20:32.345945,,,
502.0,Trp - Terminales 1-2-3,2025-10-15,1500,ONEU-091001-2,Tmcp S.A.S.,BSZFL25071753,HC,70,T,,19:57 Arribado,,2025-10-14T14:05:32.701997,,,
507.0,Trp - Terminales 1-2-3,2025-10-15,1900,MSKU-436954-3,A La Orden,ENBFL25080115,DR,30,T,,20:59 Arribado,,2025-10-15T14:50:31.937395,,,
541.0,Exolgan,2025-10-21,500,HAMU-421206-5,Lift Van Int. Co S.A,HLCUME3250841765,HC,70,TD,,10:53 Arribado,,2025-10-17T18:05:32.585074,,,
513.0,Terminal 4 - Maersk,2025-10-21,900,MSKU-731057-5,Refractarios Argentinos Saicm,TSN25080034,DC,30,TD,,13:32 Arribado,,2025-10-15T19:05:32.701587,,,
536.0,Terminal 4 - Maersk,2025-10-31,1200,TEMU-677609-1,Jupam Sa,TWLE25070128,HC,70,T,,14:21 Arribado,,2025-10-17T17:50:31.712343,,,
516.0,Terminal 4 - Maersk,2025-10-21,900,MSKU-578243-8,Refractarios Argentinos Saicm,TSN25080034,DC,30,TD,,13:47 Arribado,,2025-10-15T19:05:33.073783,,,
537.0,Terminal 4 - Maersk,2025-10-31,1000,ZCSU-775941-0,Fedtex S.R.L,TWLE25070129,HC,70,T,,18:17 Arribado,,2025-10-17T17:50:31.819261,,,
515.0,Terminal 4 - Maersk,2025-10-21,900,MRSU-009119-9,Refractarios Argentinos Saicm,TSN25080034,DC,30,TD,,13:59 Arribado,,2025-10-15T19:05:32.955659,,,
508.0,Terminal 4 - Maersk,2025-10-16,800,TLLU-496318-1,Industrias Saladillo S.A.,DEDUS0000032493,HC,70,TD,,12:00 Arribado,,2025-10-15T17:20:31.603227,,,
522.0,Exolgan,2025-10-17,500,UETU-785011-6,Tio Musa,SYNNK25SSE070121,HC,70,T,,10:26 Arribado,,2025-10-15T19:05:33.831313,,,
533.0,Exolgan,2025-10-17,500,UETU-786271-3,Tio Musa,SYNNK25SSE070121,HC,70,T,,10:21 Arribado,,2025-10-16T19:50:31.109508,,,
509.0,Exolgan,2025-10-17,500,HLXU-809241-1,Noah Servicess.R.L.,HLCUGOA2507BDQQ7,HC,70,TD,,10:59 Arribado,,2025-10-15T18:50:31.964969,,,
525.0,Terminal 4 - Maersk,2025-10-17,800,HASU-463247-6,Grupo Leal-Tex S.R.L.,WLLSH2509046,HC,70,T,,11:07 Arribado,,2025-10-16T14:35:32.275747,,,
523.0,Terminal 4 - Maersk,2025-10-17,1000,UETU-838029-6,Awam Tex Srl,NBFC2509051A/B,HC,70,T,,16:00 Arribado,,2025-10-15T19:20:32.055778,,,
518.0,Terminal 4 - Maersk,2025-10-17,1000,MSKU-513853-3,Awam Tex Srl,NBFC2509051A/B,DC,30,T,,16:00 Arribado,,2025-10-15T19:05:33.350551,,,
532.0,Trp - Terminales 1-2-3,2025-10-17,1800,TEMU-530977-0,Edelweiss Spedition Srl,ONEYLISF02997500,DR,30,TD,,20:27 Arribado,,2025-10-16T19:20:31.411634,,,
510.0,Exolgan,2025-10-17,1500,MSBU-699285-8,Tio Musa,SYNNKG25SE070125,HC,70,T,,21:40 Arribado,,2025-10-15T18:50:32.091501,,,
520.0,Exolgan,2025-10-17,1500,MSCU-519537-0,Grupo Leal-Tex S.R.L.,GILSH250800042,HC,70,T,,21:59 Arribado,,2025-10-15T19:05:33.592836,,,
517.0,Terminal 4 - Maersk,2025-10-20,700,TCLU-818453-5,Rueda Oeste S.A.,258539068,HC,70,T,,10:41 Arribado,,2025-10-15T19:05:33.210386,,,
528.0,Exolgan,2025-10-20,700,CAIU-467893-4,E A Balbi E Hijos S A,ACS-PKAR25137,HC,70,T,,11:38 Arribado,,2025-10-16T14:50:32.2149,,,
531.0,Trp - Terminales 1-2-3,2025-10-20,1300,HMMU-669469-7,Rydex Sa,SZ25080062,HC,70,T,,16:19 Arribado,,2025-10-16T15:20:31.394447,,,
538.0,Exolgan,2025-10-21,500,UACU-832526-8,Lift Van Int. Co S.A,HLCURTM250870169,HC,70,TD,,09:51 Arribado,,2025-10-17T18:05:32.287413,,,
540.0,Exolgan,2025-10-21,500,MSBU-412474-3,Lift Van Int. Co S.A,10899855,DC,60,TD,,10:55 Arribado,,2025-10-17T18:05:32.492166,,,
425.0,Exolgan,2025-10-09,1900,UACU-415023-8,Mercovan Argentina S.A.,HLCULE1250826545,DC,30,TD,,22:18 Arribado,,2025-10-08T12:35:32.051601,,,
514.0,Terminal 4 - Maersk,2025-10-21,900,SUDU-769056-6,Refractarios Argentinos Saicm,TSN25080034,DC,30,TD,,16:24 Arribado,,2025-10-15T19:05:32.839399,,,
535.0,Terminal 4 - Maersk,2025-10-21,1100,TLLU-153779-4,Mercovan Argentina S.A.,258238757,FL,60,TD,,17:03 Arribado,,2025-10-17T15:35:32.053661,,,
511.0,Exolgan,2025-10-17,500,MSBU-716723-0,Tio Musa,SYNNK25SSE070127,HC,70,T,,10:11 Arribado,,2025-10-15T18:50:32.228985,,,
519.0,Exolgan,2025-10-17,500,MSNU-907577-8,Grupo Leal-Tex S.R.L.,GILSH250800044,HC,70,T,,10:19 Arribado,,2025-10-15T19:05:33.476635,,,
521.0,Exolgan,2025-10-17,500,UETU-785011-6,Tio Musa,SYNNK25SSE070121,HC,70,T,,10:26 Arribado,,2025-10-15T19:05:33.686374,,,
542.0,Exolgan,2025-10-21,1300,UACU-838445-0,Edelweiss Spedition Srl,HLCUHAM250893710,DC,60,TD,,18:29 Arribado,,2025-10-17T18:05:32.684352,,,
505.0,Trp - Terminales 1-2-3,2025-10-15,500,MRSU-866157-5,Eat Well Company S.R.L.,258736256,DR,60,T,,09:16 Arribado,,2025-10-14T14:05:32.975274,,,
539.0,Exolgan,2025-10-21,500,MSDU-474725-6,Lift Van Int. Co S.A,10899855,DC,60,TD,,Pendiente arribo,,2025-10-17T18:05:32.395541,,,
546.0,Exolgan,2025-10-21,500,MSNU-880629-2,Tio Musa,SYNCAN25SE080334,HC,70,T,,09:15 Arribado,,2025-10-20T17:05:31.895321,,,
543.0,Exolgan,2025-11-03,1100,HAMU-374607-1,Aspee Monee,HLCUBO12507BNWN5,HC,70,T,,14:21 Arribado,,2025-10-17T18:05:32.778159,,,
563.0,Trp - Terminales 1-2-3,2025-10-22,1000,EGHU-987918-8,Poka S.A.,TSSZ2508162B,HC,70,T,,15:05 Arribado,,2025-10-21T18:05:30.985589,,,
552.0,Exolgan,2025-10-21,500,MSDU-474726-8,Lift Van Int. Co S.A,10899855,DC,60,TD,,11:07 Arribado,,2025-10-20T21:35:32.292514,,,
547.0,Trp - Terminales 1-2-3,2025-10-21,1000,EGSU-984451-8,Poka S.A.,TSSZ2508162A,HC,70,T,,13:36 Arribado,,2025-10-20T17:20:31.711153,,,
548.0,Trp - Terminales 1-2-3,2025-10-21,1000,EGHU-927093-0,Poka S.A.,TSSZ2508162A,HC,70,T,,13:41 Arribado,,2025-10-20T17:20:31.826273,,,
557.0,Exolgan,2025-10-22,1500,FFAU-661507-3,Hogar Total S.A.,ONEYBOGF09702901,HC,70,T,,18:51 Arribado,,2025-10-21T12:50:31.38922,,,
545.0,Exolgan,2025-10-21,1100,MSMU-409205-9,Raisvic S.R.L.,NBOE25016863,HC,70,T,,16:37 Arribado,,2025-10-17T18:05:33.002907,,,
544.0,Exolgan,2025-10-29,1300,HLBU-172083-8,Gestion Forward S.R.L.,HLCULE1250849513,DC,30,TD,,Pendiente arribo,,2025-10-17T18:05:32.905072,,,
574.0,Exolgan,2025-10-22,700,MSDU-544049-2,Tio Musa,GSZBUE25080296,HC,70,TD,,13:36 Arribado,,2025-10-21T18:35:31.911367,,,
570.0,Terminal 4 - Maersk,2025-10-22,1100,MRKU-508197-1,Bisora Group Sa,NBFC2509056,HC,70,T,,13:59 Arribado,,2025-10-21T18:05:31.694811,,,
573.0,Terminal 4 - Maersk,2025-10-22,1100,CAAU-985944-4,Chelatex Sas,GILNB250801349,HC,70,T,,14:05 Arribado,,2025-10-21T18:05:31.954707,,,
549.0,Trp - Terminales 1-2-3,2025-10-22,1000,OOCU-500821-6,Ing. Hector J Resino S.R.L.,TCSH2508355,DC,60,T,,14:19 Arribado,,2025-10-20T21:20:31.502752,,,
571.0,Terminal 4 - Maersk,2025-10-22,1100,MRSU-656543-8,Bisora Group Sa,NBFC2509057,HC,70,T,,14:16 Arribado,,2025-10-21T18:05:31.785259,,,
572.0,Terminal 4 - Maersk,2025-10-22,800,MRSU-474812-6,Bisora Group Sa,NBFC2509010,HC,70,T,,14:17 Arribado,,2025-10-21T18:05:31.867853,,,
551.0,Trp - Terminales 1-2-3,2025-10-22,1000,CMAU-555702-0,Juliana Sa,NGP2684956,HC,70,T,,14:37 Arribado,,2025-10-20T21:20:31.732415,,,
555.0,Trp - Terminales 1-2-3,2025-10-22,800,OOCU-749009-2,Noah Servicess.R.L.,COSU6426736450,HC,70,TD,,14:36 Arribado,,2025-10-21T12:35:30.921179,,,
554.0,Trp - Terminales 1-2-3,2025-10-22,1100,EMCU-546616-0,Fashion Concept,HDE25-0900048,DC,60,T,,14:32 Arribado,,2025-10-20T21:35:32.549287,,,
562.0,Trp - Terminales 1-2-3,2025-10-22,1200,EITU-121007-3,Poka S.A.,TSSZ2508162B,HC,70,T,,15:17 Arribado,,2025-10-21T18:05:30.89366,,,
567.0,Trp - Terminales 1-2-3,2025-10-22,1100,TEMU-645105-4,Poka S.A.,TSSZ2508162B,HC,70,T,,15:40 Arribado,,2025-10-21T18:05:31.390486,,,
568.0,Terminal 4 - Maersk,2025-10-22,1300,MSKU-730543-4,Presmar S.A.,OE01XZ250904496,DC,30,T,,15:54 Arribado,,2025-10-21T18:05:31.485199,,,
569.0,Terminal 4 - Maersk,2025-10-22,1300,MRSU-513508-9,Bisora Group Sa,NBFC2509046,HC,70,T,,15:57 Arribado,,2025-10-21T18:05:31.592836,,,
591.0,Terminal 4 - Maersk,2025-10-27,1400,CAAU-708400-2,Daniel Berant,GSZBUE25090202,HC,70,T,,18:28 Arribado,,2025-10-22T17:05:30.963657,,,
564.0,Trp - Terminales 1-2-3,2025-10-22,1200,EGSU-152974-1,Poka S.A.,TSSZ2508161B,HC,70,T,,17:13 Arribado,,2025-10-21T18:05:31.086757,,,
565.0,Trp - Terminales 1-2-3,2025-10-22,1300,GAOU-635029-1,Poka S.A.,TSSZ2508161B,HC,70,T,,17:10 Arribado,,2025-10-21T18:05:31.195718,,,
566.0,Trp - Terminales 1-2-3,2025-10-22,1100,TGBU-728059-4,Poka S.A.,TSSZ2508161B,HC,70,T,,17:31 Arribado,,2025-10-21T18:05:31.299847,,,
550.0,Trp - Terminales 1-2-3,2025-10-22,1500,BSIU-803397-0,Grupo Leal-Tex S.R.L.,GILSH250800033,HC,70,T,,18:13 Arribado,,2025-10-20T21:20:31.623573,,,
553.0,Trp - Terminales 1-2-3,2025-10-22,1500,EGHU-933858-4,Fashion Concept,HDE25-0900045,DC,60,T,,18:11 Arribado,,2025-10-20T21:35:32.441686,,,
558.0,Exolgan,2025-10-22,1500,ONEU-651056-4,Hogar Total S.A.,ONEYBOGF09702901,HC,70,T,,18:48 Arribado,,2025-10-21T12:50:31.479575,,,
556.0,Exolgan,2025-10-22,1500,ONEU-111863-2,Hogar Total S.A.,ONEYBOGF09702901,HC,70,T,,19:05 Arribado,,2025-10-21T12:50:31.301464,,,
560.0,Exolgan,2025-10-22,2100,TRHU-700769-1,Hogar Total S.A.,ONEYBOGF09702901,HC,70,T,,23:11 Arribado,,2025-10-21T12:50:31.678203,,,
559.0,Exolgan,2025-10-22,2100,TRHU-702429-8,Hogar Total S.A.,ONEYBOGF09702901,HC,70,T,,00:24 Arribado,,2025-10-21T12:50:31.579681,,,
585.0,Exolgan,2025-10-23,700,HAMU-229578-0,Shipy S.A.,DLSZ25090008,HC,70,T,,09:35 Arribado,,2025-10-22T12:20:31.63372,,,
582.0,Exolgan,2025-10-23,500,HLBU-133334-0,Sk Distributors S.R.L.,DLSZ25080430,HC,70,T,,09:37 Arribado,,2025-10-22T12:05:31.382132,,,
