Dia,Cliente,Contenedor,Volumen,Precinto,Observaciones,Estado,e-tally
2025-12-05,Virasoro Maderas S R...,NEXU-952160-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27988
2025-12-05,Virasoro Maderas S R...,MSNU-526284-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27989
2025-12-05,Hector Reboratti,EGSU-992118-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28001
2025-12-05,Hector Reboratti,EMCU-889914-2,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28002
2025-12-05,Norfor Sa,EITU-163477-0,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27940
2025-12-05,Norfor Sa,EISU-939014-7,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27941
2025-12-05,Mader Zu S.R.L.,CCLU-781631-7,0,---,TRP 15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27939
2025-12-05,Lawter Argentina S.A...,PIDU-454399-2,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27992
2025-12-05,Lawter Argentina S.A...,HPCU-450648-2,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27993
2025-12-05,Lawter Argentina S.A...,PIDU-421535-5,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27994
2025-12-05,Curtiembre Infante S...,PIDU-411082-1,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27969
2025-12-05,Curtiembre Infante S...,PIDU-447504-9,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27970
2025-12-05,Pelama Chubut S.A.,BMOU-159677-1,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27985
2025-12-05,Chaguar Sociedad Ano...,TRHU-221326-2,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27961
2025-12-05,Chaguar Sociedad Ano...,TRHU-301820-8,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27960
2025-12-05,Chaguar Sociedad Ano...,SGCU-221209-6,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27959
2025-12-05,Anan S.A.,TCNU-424045-3,0,---,TERMINAL  4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28024
2025-12-05,Anan S.A.,ZCSU-725510-6,0,---,TERMINAL 4   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28025
2025-12-05,Elementa Foods S.A.,TCLU-575999-7,0,---,EXOLGAN   22HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27998
2025-12-05,Elementa Foods S.A.,FFAU-585667-2,0,---,EXOLGAN  22HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27999
2025-12-05,Elementa Foods S.A.,MSMU-825182-1,-30,---,EXOLGAN   22HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28000
2025-12-05,Elementa Foods S.A.,MSMU-825182-1,0,---,EXOLGAN   22HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28000
2025-12-05,Kluber Lubrication A...,UACU-837208-5,0,---,multimodal chile,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28013
2025-12-09,Anan S.A.,MSDU-146928-7,-30,---,EXOLGAN 13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28007
2025-12-09,Henn Y Cia S.R.L.,             ,-30,---,TRP 17HS,Pendiente,
2025-12-09,Maringa Maderas Sa,FSCU-841816-7,0,---,EXOLGAN  07HS A 10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28032
2025-12-09,Termoplasticos Del S...,HLBU-395261-6,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28033
2025-12-09,Mercovan Argentina S...,CXDU-101391-3,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28026
2025-12-09,Pelama Chubut S.A.,TTNU-439164-2,0,---,EXOLGAN   10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28020
2025-12-09,Pelama Chubut S.A.,TTNU-439164-2,0,---,T4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28020
2025-12-09,Pelama Chubut S.A.,CMAU-194301-9,0,---,T4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28022
2025-12-09,Chaguar Sociedad Ano...,GLDU-530015-1,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28005
2025-12-09,Chaguar Sociedad Ano...,CMAU-327019-6,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28006
2025-12-09,Pallets Nef De Raul ...,ONEU-184196-0,0,---,TRP  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28015
2025-12-09,Pallets Nef De Raul ...,ONEU-113124-9,0,---,TRP   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28016
2025-12-09,Pallets Nef De Raul ...,TXGU-896052-0,0,---,TRP   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28017
2025-12-09,Pallets Nef De Raul ...,ONEU-136606-9,0,---,TRP  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28018
2025-12-09,Pallets Nef De Raul ...,ONEU-173109-5,0,---,TRP   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28019
2025-12-09,Aniceto Gomez Sa,TGCU-519639-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28023
2025-12-09,Henn Y Cia S.R.L.,PIDU-400682-2,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28027
2025-12-09,Henn Y Cia S.R.L.,FFAU-624017-2,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28028
2025-12-09,Henn Y Cia S.R.L.,FFAU-752469-8,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28029
2025-12-09,Anan S.A.,MSDU-146928-7,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28007
2025-12-09,Henn Y Cia S.R.L.,PCIU-112232-2,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28030
2025-12-09,Henn Y Cia S.R.L.,PCIU-004186-4,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28031
2025-12-11,Hector Reboratti,EGSU-169473-0,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28034
2025-12-11,Hector Reboratti,EGSU-991321-8,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28035
2025-12-11,Sandrin Paola Karina,MSMU-695370-5,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28036
2025-12-11,Pro Forestal S.R.L,TGCU-507511-0,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28042
2025-12-11,Suabia Maderas Srl,MAGU-573974-4,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27982
2025-12-11,Pelama Chubut S.A.,FBIU-046454-5,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28053
2025-12-11,Suabia Maderas Srl,CMAU-544843-5,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28037
2025-12-11,Suabia Maderas Srl,CMAU-767695-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28038
2025-12-11,Suabia Maderas Srl,CMAU-784873-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28039
2025-12-11,Suabia Maderas Srl,TCNU-401862-0,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28040
2025-12-11,Suabia Maderas Srl,CMAU-423746-4,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28041
2025-12-11,Henn Y Cia S.R.L.,HLXU-834045-7,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28048
2025-12-11,Henn Y Cia S.R.L.,HLXU-835398-4,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28049
2025-12-11,Henn Y Cia S.R.L.,HAMU-127753-0,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28050
2025-12-11,Henn Y Cia S.R.L.,HLXU-855200-8,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28051
2025-12-12,Manufactura Los Ande...,TCLU-284116-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28065
2025-12-12,Manufactura Los Ande...,TGBU-225020-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28066
2025-12-12,Manufactura Los Ande...,UACU-414186-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28067
2025-12-12,Manufactura Los Ande...,HLXU-125230-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28068
2025-12-12,Manufactura Los Ande...,HLBU-346230-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28069
2025-12-12,Manufactura Los Ande...,HLBU-228966-4,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28064
2025-12-12,Lift Van Int. Co S.A,CAIU-342245-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28046
2025-12-12,Henn Y Cia S.R.L.,TCNU-545126-0,0,---,TRMINAL 4 11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28043
2025-12-12,Delicia Maderas,TCNU-239851-6,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28044
2025-12-12,Delicia Maderas,CMAU-544557-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28045
2025-12-12,Borax Argentina S A,MRKU-034575-2,0,---,TERMINAL 4   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28056
2025-12-12,Inter American Cargo...,FBLU-012860-6,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28071
2025-12-12,Inter American Cargo...,CAIU-859912-9,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28072
2025-12-12,Figo Srl S. R. L.,DFSU-315096-5,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28060
2025-12-12,Figo Srl S. R. L.,HLBU-387642-9,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28061
2025-12-12,Figo Srl S. R. L.,HLBU-123654-6,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28062
2025-12-12,Lawter Argentina S.A...,MRSU-581860-8,0,---,MULTIMODAL CHILE,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28057
2025-12-12,Borax Argentina S A,HLBU-376365-4,0,---,EXOLGAN  HORARIO A CONFIRMAR,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28089
2025-12-15,Anan S.A.,BMOU-277876-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28054
2025-12-15,Valerio Oliva Forest...,ZCSU-694050-6,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28073
2025-12-15,Valerio Oliva Forest...,HPCU-464709-5,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28074
2025-12-15,Pelama Chubut S.A.,HLBU-105473-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28055
2025-12-15,Lift Van Int. Co S.A,HAMU-106830-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28052
2025-12-15,Termoplasticos Del S...,CAIU-654259-3,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28093
2025-12-15,Termoplasticos Del S...,HLBU-261636-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28094
2025-12-15,Henn Y Cia S.R.L.,TXGU-714607-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28078
2025-12-15,Henn Y Cia S.R.L.,CAIU-941197-7,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28079
2025-12-15,Henn Y Cia S.R.L.,TEMU-841000-7,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28080
2025-12-15,Henn Y Cia S.R.L.,TEMU-657594-4,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28081
2025-12-15,Henn Y Cia S.R.L.,CMAU-588934-3,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28082
2025-12-15,Asecor Srl,MRKU-367418-1,0,---,TERMINAL 4   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28058
2025-12-15,Asecor Srl,MRSU-552759-9,0,---,TERMINAL 4   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28059
2025-12-16,Forestal Guarani Sa,MRKU-444366-0,0,---,TERMINAL  4    09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28088
2025-12-16,Forestal Guarani Sa,MRKU-376394-6,0,---,TERMINAL 4  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28085
2025-12-16,Pallets Nef De Raul ...,HLBU-207717-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28075
2025-12-16,Maringa Maderas Sa,BSIU-965189-1,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28070
2025-12-16,Chaguar Sociedad Ano...,MSBU-207355-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28090
2025-12-16,Chaguar Sociedad Ano...,MSNU-189073-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28091
2025-12-16,Mercovan Argentina S...,CAIU-675459-2,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28118
2025-12-16,Mercovan Argentina S...,HLXU-121388-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28119
2025-12-16,Isischu Srl,MRSU-365600-4,0,---,TERMINAL 4  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28136
2025-12-16,Pallets Nef De Raul ...,FCIU-735046-4,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28083
2025-12-16,Pallets Nef De Raul ...,HLBU-319957-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28117
2025-12-16,La Nacion Sa,HLBU-177352-4,0,---,exolgan  16hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28140
2025-12-16,La Nacion Sa,HLBU-112670-2,0,---,exolgan   16hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28139
2025-12-17,Fundador Srl,MSNU-885873-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28106
2025-12-17,Norfor Sa,TGHU-977293-3,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28135
2025-12-17,Borax Argentina S A,MEDU-659648-2,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28107
2025-12-17,Borax Argentina S A,FBIU-028551-3,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28108
2025-12-17,Borax Argentina S A,FCIU-227902-3,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28109
2025-12-17,Borax Argentina S A,MEDU-552040-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28110
2025-12-17,Borax Argentina S A,FTAU-190552-3,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28111
2025-12-17,Borax Argentina S A,MSBU-274167-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28112
2025-12-17,Borax Argentina S A,MEDU-325250-2,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28113
2025-12-17,Borax Argentina S A,TGHU-191612-4,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28114
2025-12-17,Borax Argentina S A,MSNU-298788-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28115
2025-12-17,Borax Argentina S A,FCIU-463393-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28116
2025-12-17,Mercopallet Srl,TCNU-887745-5,0,---,TERMINAL 4    13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28138
2025-12-17,Mercopallet Srl,TCNU-321291-9,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28130
2025-12-17,Mercopallet Srl,MRSU-409864-8,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28127
2025-12-17,Lift Van Int. Co S.A,MSDU-424475-1,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28076
2025-12-17,Lift Van Int. Co S.A,MEDU-420414-0,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28077
2025-12-17,Chaguar Sociedad Ano...,PCIU-181837-3,0,---,TRP 15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28123
2025-12-17,Chaguar Sociedad Ano...,PCIU-198460-4,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28124
2025-12-17,Chaguar Sociedad Ano...,PCIU-153836-7,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28125
2025-12-17,Chaguar Sociedad Ano...,TLLU-353020-6,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28126
2025-12-17,Pallets Jauregui Soc...,MSDU-724304-4,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28095
2025-12-17,Pallets Jauregui Soc...,TGBU-564190-7,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28097
2025-12-17,Pallets Jauregui Soc...,MEDU-753761-1,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28098
2025-12-17,Pallets Jauregui Soc...,MSMU-746810-8,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28096
2025-12-17,Tipoiti Satic,MRSU-514449-0,0,---,TERMINAL 4 19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28104
2025-12-17,Tipoiti Satic,TCNU-248731-5,0,---,TERMINAL 4  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28105
2025-12-17,Tipoiti Satic,TIIU-559496-0,0,---,TERMINAL  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28103
2025-12-18,Litoral Citrus S A,HLBU-373228-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28128
2025-12-18,Mader Zu S.R.L.,MEDU-438466-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28099
2025-12-18,Mader Zu S.R.L.,MSMU-694908-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28100
2025-12-18,Mader Zu S.R.L.,FFAU-559293-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28101
2025-12-18,Mader Zu S.R.L.,MSNU-569510-6,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28102
2025-12-18,Pallets Jauregui Soc...,DRYU-940367-4,0,---,EXOLGAN 10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28137
2025-12-18,Minera Santa Rita Sr...,MRSU-402301-6,0,---,TERMINAL 4  01AM 19/12,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28160
2025-12-18,Minera Santa Rita Sr...,MRKU-548063-1,0,---,TERMINAL 4 01AM  19/12,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28161
2025-12-18,Minera Santa Rita Sr...,SUDU-855257-7,0,---,terminal 4  01am,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28162
2025-12-18,Forestal San Francis...,MRSU-857514-2,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28131
2025-12-18,Forestal San Francis...,MRSU-721628-2,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28132
2025-12-18,Forestal San Francis...,MRSU-315375-6,0,---,TERMINAL   4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28133
2025-12-18,Forestal San Francis...,SUDU-673654-9,0,---,TERMINAL 4   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28134
2025-12-18,Hdv Leather S.R.L.,MRKU-578990-8,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28120
2025-12-18,Hdv Leather S.R.L.,MRKU-618617-5,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28121
2025-12-18,Hdv Leather S.R.L.,HASU-518024-1,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28122
2025-12-19,Refractarios Argenti...,ZIMU-305937-8,0,---,09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28159
2025-12-19,Elementa Foods S.A.,HLBU-135647-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28152
2025-12-19,Elementa Foods S.A.,HAMU-310240-1,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28153
2025-12-19,Laharrague Chodorge ...,TCNU-266473-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28142
2025-12-19,Laharrague Chodorge ...,CMAU-706841-3,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28141
2025-12-19,Lawter Argentina S.A...,PCIU-953897-5,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28086
2025-12-19,Lawter Argentina S.A...,UETU-597710-1,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28087
2025-12-19,Lawter Argentina S.A...,PIDU-403145-0,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28084
2025-12-19,Carpal Sa,TEMU-896648-6,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28157
2025-12-19,Carpal Sa,CAIU-908719-5,0,---,TRP  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28158
2025-12-19,Lawter Argentina S.A...,TCNU-298172-9,0,---,TERMINAL 4  23HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28170
2025-12-19,Lawter Argentina S.A...,TCNU-541549-5,0,---,TRTMINAL 4  23HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28171
2025-12-19,Lawter Argentina S.A...,JXLU-441642-3,0,---,TERMINAL 4  23HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28172
2025-12-19,Lawter Argentina S.A...,JXLU-669850-0,0,---,TERMINAL 4  23HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28173
2025-12-19,Lawter Argentina S.A...,TCKU-715503-1,0,---,TERMINAL 4  23HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28179
